철도운영기관명,선명,역명,역간거리
공항철도주식회사,공항철도,서울역,
공항철도주식회사,공항철도,공덕,3.3
공항철도주식회사,공항철도,홍대입구,2.8
공항철도주식회사,공항철도,디지털미디어시티,3.4
공항철도주식회사,공항철도,마곡나루,8.6
공항철도주식회사,공항철도,김포공항,2.3
공항철도주식회사,공항철도,계양,6.6
공항철도주식회사,공항철도,검암,5.5
공항철도주식회사,공항철도,청라국제도시,4.8
공항철도주식회사,공항철도,영종,10.2
공항철도주식회사,공항철도,운서,3.6
공항철도주식회사,공항철도,공항화물청사,4.3
공항철도주식회사,공항철도,인천공항1터미널,2.6
공항철도주식회사,공항철도,인천공항2터미널,5.8
