역명,2017-11-02,2017-11-03,2017-11-04,2017-11-05,2017-11-06,2017-11-07,2017-11-08,2017-11-09,2017-11-10,2017-11-11,2017-11-12,2017-11-13,2017-11-14,2017-11-15,2017-11-16,2017-11-17,2017-11-18,2017-11-19,2017-11-20,2017-11-21,2017-11-22,2017-11-23,2017-11-24,2017-11-25,2017-11-26,2017-11-27,2017-11-28,2017-11-29,2017-11-30,2017-12-01,2018-11-01,2018-11-02,2018-11-03,2018-11-04,2018-11-05,2018-11-06,2018-11-07,2018-11-08,2018-11-09,2018-11-10,2018-11-11,2018-11-12,2018-11-13,2018-11-14,2018-11-15,2018-11-16,2018-11-17,2018-11-18,2018-11-19,2018-11-20,2018-11-21,2018-11-22,2018-11-23,2018-11-24,2018-11-25,2018-11-26,2018-11-27,2018-11-28,2018-11-29,2018-11-30
상일동,26222.0,26706.0,18350.0,12798.0,25907.0,25918.0,26516.0,26210.0,26100.0,18048.0,12132.0,25370.0,25997.0,26871.0,26041.0,25372.0,17135.0,11201.0,25077.0,25242.0,26123.0,25435.0,26742.0,16816.0,11358.0,25462.0,25526.0,25593.0,25203.0,25329.0,29147.0,28683.0,20364.0,13188.0,28829.0,29278.0,29607.0,27811.0,29237.0,19436.0,12553.0,28342.0,28821.0,29414.0,28894.0,28708.0,19911.0,12375.0,28773.0,28680.0,28817.0,29381.0,28537.0,19994.0,12475.0,28500.0,28989.0,29359.0,29619.0,29391.0
새절,31612.0,33315.0,22083.0,16459.0,31913.0,32610.0,33174.0,32621.0,32384.0,22519.0,16213.0,31675.0,31902.0,33151.0,30908.0,32363.0,21552.0,15868.0,31775.0,32313.0,32944.0,32350.0,33862.0,21295.0,16428.0,32205.0,32678.0,33199.0,32314.0,32256.0,31748.0,33278.0,22478.0,16823.0,32133.0,32183.0,32559.0,31377.0,32567.0,22103.0,16266.0,31750.0,32622.0,32594.0,31443.0,32651.0,21469.0,16090.0,31867.0,32459.0,32171.0,32560.0,32600.0,21989.0,16157.0,31689.0,32175.0,32697.0,31943.0,32637.0
샛강,12309.0,12869.0,6743.0,5096.0,13017.0,13337.0,13153.0,12790.0,12873.0,6973.0,4202.0,13136.0,12941.0,13177.0,12736.0,12992.0,6368.0,3893.0,12666.0,12908.0,12995.0,13075.0,13526.0,6473.0,4059.0,13306.0,13597.0,13280.0,12532.0,12594.0,12681.0,12624.0,6797.0,4442.0,12715.0,12516.0,12253.0,12810.0,12956.0,6594.0,4267.0,12791.0,12419.0,12497.0,12422.0,12452.0,6525.0,4413.0,12787.0,12340.0,12926.0,13207.0,12665.0,6697.0,4521.0,12810.0,12503.0,12851.0,12671.0,12821.0
서강대,5201.0,5502.0,4378.0,3306.0,5159.0,5123.0,5430.0,5329.0,5362.0,4450.0,3442.0,5094.0,5167.0,5205.0,5029.0,4777.0,3806.0,2912.0,4930.0,5010.0,5122.0,4957.0,5210.0,7299.0,7404.0,4914.0,4958.0,5263.0,4957.0,5080.0,5223.0,5362.0,4252.0,3167.0,5121.0,5096.0,5196.0,4942.0,5167.0,4471.0,3126.0,5115.0,5290.0,5296.0,5021.0,4967.0,6655.0,7049.0,5120.0,5223.0,5271.0,5161.0,5432.0,4218.0,3264.0,5040.0,5088.0,5172.0,4955.0,5155.0
서대문,43232.0,44046.0,22269.0,13721.0,44528.0,47975.0,45330.0,45133.0,43222.0,21805.0,13633.0,44388.0,46066.0,46919.0,43620.0,43758.0,19431.0,12949.0,43868.0,45804.0,45515.0,44980.0,45673.0,22314.0,13386.0,45550.0,46755.0,47086.0,46223.0,44320.0,45412.0,44313.0,21976.0,13512.0,44434.0,46563.0,44983.0,45369.0,44881.0,23950.0,13101.0,44622.0,45985.0,46521.0,45737.0,44442.0,22262.0,12740.0,44654.0,46269.0,45520.0,46925.0,45574.0,24036.0,12960.0,44956.0,46762.0,48399.0,45860.0,46887.0
서빙고,5068.0,4731.0,3579.0,4892.0,5182.0,4710.0,4984.0,4752.0,4542.0,4125.0,4892.0,4638.0,4660.0,4730.0,4274.0,4342.0,3068.0,4404.0,4520.0,4617.0,4666.0,4524.0,4588.0,3657.0,4674.0,4399.0,4670.0,4715.0,4382.0,4388.0,4629.0,4565.0,3298.0,4828.0,4671.0,4431.0,4597.0,4439.0,4241.0,3794.0,4417.0,4282.0,4458.0,4652.0,4466.0,4291.0,3392.0,4727.0,4246.0,4384.0,4453.0,4389.0,4240.0,3444.0,4450.0,4256.0,4302.0,4371.0,4289.0,4144.0
서울대입구,117034.0,122743.0,97352.0,72173.0,115212.0,116897.0,119051.0,119244.0,121425.0,100540.0,71784.0,114613.0,117380.0,118014.0,116166.0,119866.0,95560.0,68816.0,113404.0,115998.0,116739.0,116197.0,122796.0,91120.0,70045.0,115234.0,117650.0,117842.0,117314.0,120950.0,120371.0,125407.0,100897.0,75754.0,117942.0,118944.0,119012.0,115521.0,125870.0,100770.0,72941.0,117758.0,121450.0,120631.0,120958.0,125709.0,100848.0,71613.0,117419.0,121274.0,118947.0,121967.0,126654.0,96148.0,72007.0,117026.0,118797.0,120326.0,120919.0,126383.0
서울숲,18508.0,18685.0,17721.0,12561.0,16313.0,16760.0,17293.0,17266.0,17197.0,17081.0,12093.0,15872.0,16903.0,16693.0,16381.0,16578.0,14365.0,8969.0,15062.0,15898.0,16022.0,15776.0,16411.0,12877.0,9597.0,15188.0,15987.0,16325.0,15703.0,16337.0,19134.0,19621.0,18787.0,14134.0,18218.0,18061.0,17846.0,17040.0,19517.0,16737.0,10290.0,17667.0,18319.0,18294.0,18059.0,18669.0,14785.0,10142.0,17254.0,17789.0,17293.0,17311.0,18243.0,14364.0,9996.0,17155.0,17280.0,17828.0,17209.0,18037.0
서울역,157109.0,179640.0,153465.0,120102.0,154435.0,156230.0,154435.0,157802.0,179042.0,154616.0,120382.0,156613.0,154437.0,156012.0,156286.0,176195.0,146135.0,108515.0,152331.0,151361.0,153479.0,156739.0,184604.0,155331.0,117754.0,154582.0,154229.0,152332.0,153608.0,174246.0,165709.0,192813.0,172918.0,130051.0,162440.0,159845.0,160168.0,165721.0,192509.0,174560.0,124522.0,165228.0,160336.0,162739.0,168431.0,195144.0,172577.0,128274.0,162702.0,160054.0,161061.0,172511.0,197367.0,173711.0,128033.0,164704.0,159448.0,160654.0,162648.0,190092.0
서초,51577.0,52283.0,36464.0,35087.0,52869.0,54757.0,55035.0,54406.0,53010.0,38387.0,37951.0,52654.0,54205.0,56248.0,50932.0,51902.0,34803.0,33323.0,51410.0,53961.0,56367.0,52717.0,55198.0,38451.0,35418.0,51435.0,53678.0,54328.0,52037.0,53005.0,54767.0,53697.0,34114.0,34756.0,53024.0,55282.0,55351.0,54044.0,54516.0,34748.0,35731.0,53670.0,55471.0,57156.0,54246.0,53794.0,35526.0,33840.0,52889.0,55422.0,55989.0,55948.0,57317.0,36432.0,33931.0,53965.0,55618.0,56896.0,55481.0,55399.0
석계,56115.0,57260.0,45267.0,33452.0,55979.0,56867.0,57170.0,57288.0,56681.0,45586.0,33165.0,55801.0,57407.0,57521.0,55656.0,56302.0,42526.0,30476.0,55233.0,55710.0,56049.0,56330.0,57504.0,42938.0,31969.0,57118.0,57010.0,56737.0,56096.0,56022.0,56722.0,57121.0,44890.0,33560.0,55594.0,56135.0,55840.0,54377.0,57123.0,43610.0,31307.0,55014.0,56886.0,57289.0,56421.0,57427.0,43532.0,31972.0,56706.0,56258.0,55330.0,56884.0,56296.0,44080.0,31115.0,55029.0,55572.0,55861.0,56207.0,56345.0
석촌,19945.0,21276.0,15029.0,11806.0,20043.0,20539.0,20553.0,20623.0,21123.0,14597.0,10256.0,19929.0,20779.0,20577.0,20659.0,20551.0,14655.0,10115.0,20079.0,20532.0,20485.0,20639.0,21569.0,14550.0,10140.0,20019.0,20548.0,20790.0,20770.0,21254.0,22218.0,23220.0,16745.0,13862.0,22126.0,22812.0,22375.0,22581.0,23521.0,16220.0,11884.0,22207.0,22640.0,22754.0,22111.0,22614.0,16436.0,11556.0,22217.0,22689.0,22096.0,23064.0,22907.0,16731.0,11834.0,21950.0,22528.0,22593.0,22791.0,23621.0
선릉,157283.0,156601.0,74132.0,41181.0,157204.0,156245.0,159550.0,159719.0,156539.0,78372.0,39042.0,156877.0,159060.0,159491.0,156486.0,156887.0,74714.0,36549.0,155376.0,158224.0,158526.0,160134.0,168484.0,81956.0,40377.0,160900.0,162917.0,165720.0,162526.0,162444.0,162961.0,162041.0,80686.0,42421.0,162062.0,163141.0,162443.0,161532.0,164121.0,80501.0,40745.0,161195.0,164751.0,163900.0,163395.0,166976.0,83924.0,41798.0,165071.0,167949.0,166224.0,172000.0,167024.0,85699.0,42072.0,163589.0,165272.0,167408.0,168462.0,168287.0
선유도,16738.0,17069.0,7975.0,5853.0,16581.0,16483.0,16566.0,16633.0,16524.0,8014.0,5500.0,16345.0,16673.0,17058.0,15991.0,16822.0,7315.0,5259.0,16287.0,16526.0,16510.0,16171.0,17074.0,7908.0,5665.0,16689.0,16504.0,16775.0,16027.0,15592.0,16723.0,17129.0,8597.0,6122.0,16638.0,16553.0,16662.0,16868.0,16910.0,8327.0,5932.0,16560.0,16588.0,16806.0,16282.0,16767.0,7978.0,5908.0,16223.0,16560.0,16486.0,16744.0,16632.0,8214.0,5818.0,16311.0,16737.0,16857.0,16470.0,16881.0
선정릉,35859.0,36922.0,21490.0,12779.0,35555.0,36650.0,37301.0,36927.0,36024.0,23034.0,12137.0,36295.0,36661.0,37931.0,35836.0,36705.0,22482.0,11377.0,35663.0,36285.0,37021.0,36725.0,38197.0,21882.0,11745.0,36524.0,37211.0,37326.0,35820.0,36401.0,37158.0,37324.0,20891.0,12936.0,36832.0,37022.0,36333.0,37381.0,38224.0,22504.0,12232.0,36549.0,37567.0,39195.0,37271.0,38087.0,22608.0,12834.0,37255.0,38281.0,37685.0,38996.0,39042.0,22431.0,13298.0,36385.0,37544.0,37885.0,37894.0,39678.0
성수,68251.0,70622.0,35503.0,22490.0,68161.0,68966.0,70392.0,69618.0,69571.0,37291.0,20752.0,66523.0,68956.0,69183.0,67387.0,70056.0,33296.0,19709.0,67537.0,68777.0,69652.0,68298.0,71343.0,35453.0,21804.0,68651.0,69266.0,70965.0,69213.0,70208.0,71187.0,73190.0,36431.0,22934.0,70421.0,70918.0,72063.0,70126.0,73563.0,36404.0,21315.0,69896.0,71437.0,71819.0,70567.0,78999.0,40511.0,24057.0,70312.0,71516.0,71726.0,72209.0,72486.0,38513.0,22624.0,69209.0,71368.0,72189.0,73843.0,75344.0
성신여대입구,54574.0,57985.0,49118.0,34492.0,54282.0,55268.0,55296.0,55246.0,57421.0,48707.0,34603.0,53654.0,55975.0,58398.0,55902.0,56741.0,45310.0,31262.0,53810.0,54351.0,55324.0,55552.0,58392.0,46952.0,34534.0,54217.0,56274.0,56262.0,54786.0,57414.0,54747.0,57717.0,46856.0,34514.0,53604.0,54264.0,54677.0,52704.0,57729.0,48165.0,33955.0,53902.0,54782.0,56903.0,56568.0,58157.0,46738.0,33899.0,53666.0,55715.0,54631.0,56213.0,56786.0,46996.0,34094.0,53545.0,54404.0,56009.0,55369.0,56965.0
송정,20207.0,20823.0,16801.0,12792.0,20410.0,20582.0,20844.0,20267.0,20974.0,17240.0,12904.0,20162.0,20437.0,20374.0,19532.0,20644.0,15660.0,11566.0,19736.0,19960.0,20302.0,19664.0,21380.0,15701.0,12568.0,20286.0,21164.0,20712.0,20548.0,21080.0,20544.0,21230.0,16844.0,12656.0,20646.0,20746.0,20521.0,19584.0,21058.0,16907.0,12624.0,20385.0,20638.0,20692.0,20555.0,21618.0,16829.0,12090.0,20686.0,20908.0,20319.0,20920.0,20989.0,16294.0,12345.0,20339.0,20604.0,20669.0,20639.0,21255.0
송파,12760.0,13087.0,9156.0,6525.0,12848.0,13060.0,13671.0,13350.0,13341.0,10302.0,6165.0,12416.0,12836.0,13312.0,11640.0,12980.0,8849.0,5871.0,12871.0,12681.0,13118.0,12439.0,13305.0,9124.0,6214.0,12818.0,13117.0,13333.0,12895.0,13096.0,13139.0,13044.0,9029.0,7546.0,12794.0,12793.0,13205.0,12448.0,13568.0,9807.0,6304.0,12605.0,14253.0,13439.0,12587.0,13312.0,12366.0,9463.0,14922.0,12394.0,12716.0,12753.0,12701.0,9038.0,5983.0,12372.0,12445.0,13087.0,12502.0,12901.0
수락산,30080.0,30326.0,26202.0,21508.0,30363.0,30205.0,30498.0,30543.0,30755.0,25776.0,21760.0,29809.0,30186.0,30580.0,29652.0,30016.0,24347.0,18819.0,29615.0,29859.0,29891.0,30372.0,31007.0,23775.0,19213.0,29892.0,30652.0,30457.0,30050.0,30825.0,30956.0,31303.0,26453.0,21797.0,30416.0,30652.0,29887.0,29056.0,30979.0,25582.0,20335.0,30036.0,30806.0,30785.0,31058.0,30817.0,25173.0,20199.0,30059.0,30419.0,29751.0,30290.0,30677.0,25014.0,19770.0,29972.0,30253.0,30642.0,30371.0,31226.0
수서,69285.0,77072.0,59639.0,49483.0,68896.0,67184.0,69070.0,70958.0,78473.0,59735.0,43820.0,68643.0,69841.0,70652.0,68175.0,78098.0,57885.0,42881.0,68019.0,68734.0,70740.0,71872.0,82226.0,61153.0,43924.0,70286.0,69787.0,70486.0,70387.0,78331.0,74406.0,81532.0,62715.0,54002.0,73325.0,73298.0,74129.0,75019.0,82972.0,61195.0,45885.0,73772.0,74205.0,76074.0,75883.0,82496.0,61690.0,47033.0,75106.0,72666.0,74430.0,77116.0,81804.0,64319.0,49010.0,74808.0,73743.0,74165.0,75418.0,82640.0
수유(강북구청),87808.0,91892.0,73641.0,53793.0,87322.0,88057.0,89482.0,88840.0,91127.0,74008.0,54229.0,86603.0,87950.0,89474.0,87565.0,91001.0,70135.0,51326.0,86674.0,87463.0,88471.0,87685.0,92575.0,68609.0,54651.0,87633.0,88731.0,89516.0,87757.0,90390.0,87171.0,90180.0,71331.0,53283.0,84974.0,86209.0,85221.0,82871.0,90175.0,69991.0,53002.0,85497.0,85918.0,87388.0,86497.0,90464.0,68549.0,52477.0,84621.0,86509.0,85766.0,86729.0,89911.0,70817.0,52810.0,84989.0,85121.0,87566.0,86075.0,89274.0
숙대입구,39558.0,40466.0,28194.0,22765.0,40366.0,42471.0,42278.0,41685.0,40076.0,29023.0,23047.0,40578.0,41464.0,42330.0,40213.0,39420.0,26363.0,20858.0,39816.0,41061.0,41562.0,41315.0,41122.0,28302.0,25147.0,40845.0,41051.0,41660.0,41243.0,39944.0,40931.0,40338.0,29135.0,24874.0,39912.0,40995.0,40381.0,40052.0,40190.0,29140.0,23339.0,40154.0,41037.0,41426.0,40432.0,39652.0,27314.0,21624.0,39547.0,40743.0,40646.0,41270.0,39182.0,30441.0,24807.0,39435.0,40236.0,40748.0,40388.0,39315.0
숭실대입구,37947.0,37545.0,26089.0,16939.0,38918.0,39366.0,38911.0,38310.0,37668.0,25435.0,16941.0,38405.0,38703.0,38601.0,37022.0,36907.0,22263.0,16646.0,38629.0,39020.0,38789.0,37634.0,38281.0,37685.0,18661.0,38602.0,38735.0,38209.0,38097.0,37234.0,39003.0,38994.0,27860.0,17532.0,40149.0,39734.0,39497.0,38298.0,39144.0,26041.0,17800.0,40390.0,39642.0,40246.0,38559.0,38887.0,36822.0,16949.0,40174.0,40274.0,39462.0,39809.0,38698.0,29581.0,18891.0,39690.0,39569.0,40195.0,39577.0,38785.0
시청,119673.0,130527.0,88429.0,55825.0,114544.0,138386.0,120138.0,122954.0,124621.0,82044.0,63204.0,114637.0,120136.0,119250.0,116725.0,119911.0,68430.0,50074.0,111422.0,118588.0,117118.0,117620.0,125565.0,66370.0,40099.0,114025.0,118456.0,120839.0,118151.0,120809.0,126309.0,134952.0,93292.0,62351.0,117778.0,127736.0,123092.0,122323.0,129775.0,100400.0,54699.0,116853.0,125733.0,124414.0,121869.0,124765.0,86942.0,45965.0,115246.0,121315.0,120488.0,124939.0,125519.0,72305.0,42395.0,115292.0,120499.0,121823.0,122230.0,123747.0
신금호,14045.0,14396.0,10399.0,7326.0,13617.0,14313.0,14550.0,14191.0,14207.0,9857.0,7383.0,13498.0,14116.0,14095.0,13232.0,13903.0,9488.0,6686.0,13704.0,13886.0,14063.0,13232.0,14223.0,9884.0,7083.0,14084.0,14066.0,14117.0,13959.0,13998.0,15662.0,15639.0,10829.0,7926.0,15228.0,15419.0,15612.0,15316.0,15777.0,10770.0,7377.0,15389.0,15576.0,15788.0,15010.0,15832.0,10747.0,7640.0,15615.0,15711.0,15674.0,15989.0,15813.0,11320.0,7646.0,15412.0,15484.0,16066.0,15641.0,15576.0
신길,29445.0,30319.0,22792.0,16635.0,30120.0,30504.0,30409.0,30109.0,29859.0,21913.0,16541.0,29898.0,30415.0,30797.0,28635.0,29217.0,20680.0,15106.0,29491.0,29875.0,30114.0,29436.0,30183.0,20415.0,15715.0,30002.0,30902.0,30259.0,29579.0,29955.0,30400.0,30390.0,21547.0,16966.0,30390.0,30557.0,30213.0,28548.0,30533.0,21496.0,16064.0,30539.0,30964.0,30920.0,30392.0,30356.0,20922.0,15566.0,29936.0,30239.0,30069.0,30580.0,30115.0,20295.0,15702.0,29976.0,29850.0,30131.0,30099.0,30356.0
신논현,64375.0,71328.0,53860.0,32515.0,61685.0,63746.0,64437.0,67111.0,72707.0,57333.0,34570.0,61885.0,65170.0,68281.0,66912.0,71596.0,56410.0,31169.0,61257.0,62840.0,64384.0,65467.0,74887.0,56850.0,34631.0,63135.0,64876.0,65167.0,61216.0,68898.0,65590.0,73143.0,57037.0,33748.0,63900.0,64723.0,65026.0,65326.0,74617.0,58230.0,33410.0,64396.0,65811.0,66488.0,67250.0,75887.0,58295.0,33807.0,65217.0,67477.0,67942.0,70951.0,77785.0,60249.0,36003.0,64733.0,66597.0,67510.0,68539.0,78715.0
신답,3426.0,3673.0,2586.0,1742.0,3503.0,3516.0,3539.0,3406.0,3541.0,2616.0,1803.0,3488.0,3596.0,3470.0,3376.0,3601.0,2430.0,1752.0,3410.0,3522.0,3601.0,3448.0,3631.0,2328.0,1669.0,3462.0,3439.0,3439.0,3358.0,3438.0,4003.0,4078.0,2843.0,2032.0,3940.0,3930.0,3925.0,3833.0,3956.0,2792.0,1871.0,3953.0,4027.0,4062.0,4055.0,4097.0,2752.0,1946.0,3949.0,3914.0,3978.0,4100.0,4171.0,2727.0,1995.0,3947.0,3865.0,4064.0,4058.0,4042.0
신당,54850.0,56894.0,44707.0,32021.0,53681.0,54549.0,54717.0,54939.0,57315.0,49395.0,33503.0,52795.0,55395.0,57094.0,53312.0,56196.0,43264.0,28941.0,53821.0,54344.0,54488.0,54764.0,55927.0,43877.0,30716.0,53951.0,54826.0,55400.0,54471.0,56083.0,55213.0,56977.0,42294.0,33065.0,55863.0,56397.0,55199.0,54398.0,57092.0,42285.0,31779.0,54342.0,55462.0,56240.0,54830.0,56745.0,43214.0,31145.0,53811.0,55567.0,54298.0,55769.0,56946.0,42322.0,32976.0,54987.0,55107.0,55248.0,54335.0,58243.0
신대방,62525.0,63608.0,50090.0,39813.0,62427.0,62978.0,63415.0,62800.0,62798.0,51235.0,40140.0,61788.0,62627.0,63020.0,61630.0,61626.0,48132.0,37386.0,61120.0,62181.0,62383.0,59181.0,61061.0,47978.0,38814.0,61776.0,62730.0,62994.0,60913.0,62027.0,63134.0,64803.0,50847.0,41056.0,63265.0,63749.0,63585.0,60983.0,64693.0,51088.0,39466.0,63220.0,64286.0,64572.0,64242.0,64041.0,50275.0,39583.0,63226.0,63477.0,63809.0,63690.0,64137.0,49729.0,39708.0,62513.0,63792.0,64063.0,63245.0,64063.0
신대방삼거리,36587.0,37557.0,26589.0,20632.0,36601.0,37263.0,37455.0,37361.0,37386.0,27365.0,19369.0,36455.0,37215.0,37640.0,36146.0,36697.0,25921.0,18430.0,36599.0,37617.0,37351.0,37419.0,37722.0,26063.0,19865.0,37420.0,37302.0,37593.0,37124.0,37787.0,38495.0,39229.0,27542.0,19952.0,38210.0,38759.0,38400.0,37545.0,39111.0,27988.0,19371.0,38240.0,38706.0,38878.0,38784.0,38707.0,27227.0,19490.0,38005.0,38508.0,38392.0,38351.0,38706.0,27210.0,19646.0,38183.0,38560.0,38830.0,38822.0,39260.0
신도림,137874.0,148389.0,139809.0,101183.0,137013.0,139366.0,140423.0,142742.0,147212.0,143162.0,99641.0,136206.0,138039.0,141608.0,137303.0,144473.0,132048.0,91212.0,130946.0,137020.0,139131.0,137544.0,151291.0,136719.0,101266.0,136068.0,139936.0,142342.0,139148.0,147702.0,138454.0,147592.0,137916.0,97709.0,135838.0,136680.0,137234.0,134510.0,147291.0,139648.0,93142.0,135824.0,137543.0,143338.0,139606.0,149421.0,137693.0,92324.0,135702.0,137657.0,138295.0,140179.0,147020.0,136033.0,94302.0,131684.0,140099.0,141650.0,140264.0,147697.0
신림,151714.0,159797.0,133246.0,101331.0,148367.0,149679.0,152064.0,152383.0,157726.0,137227.0,103140.0,147854.0,150943.0,155196.0,151816.0,156370.0,131156.0,97403.0,147357.0,150407.0,151836.0,152842.0,160437.0,128246.0,100604.0,149176.0,151298.0,153124.0,150969.0,158056.0,153847.0,159258.0,131934.0,101103.0,149869.0,151172.0,152379.0,148340.0,160868.0,134038.0,99201.0,150345.0,152386.0,155276.0,154969.0,159706.0,132644.0,98713.0,150817.0,152660.0,153995.0,156358.0,159022.0,130036.0,98433.0,149117.0,151388.0,155854.0,154093.0,160238.0
신목동,8994.0,9093.0,6095.0,4249.0,8975.0,9268.0,9450.0,8861.0,9948.0,6107.0,4329.0,9080.0,9220.0,9288.0,8488.0,9059.0,5505.0,3900.0,8932.0,9186.0,9266.0,9007.0,9499.0,5604.0,3989.0,9240.0,9677.0,9242.0,8410.0,8277.0,9107.0,9181.0,6054.0,4414.0,9249.0,9207.0,9413.0,8861.0,9398.0,6569.0,4189.0,9433.0,9320.0,9696.0,9775.0,9258.0,5896.0,4429.0,8967.0,9587.0,9572.0,9494.0,9385.0,5876.0,4333.0,8951.0,9525.0,9642.0,9545.0,9410.0
신반포,8468.0,8794.0,6087.0,4612.0,8083.0,8046.0,8174.0,8606.0,8326.0,8476.0,4896.0,7892.0,7944.0,8425.0,7996.0,8200.0,6415.0,4514.0,7661.0,7740.0,8037.0,8869.0,8305.0,6634.0,4684.0,7924.0,7882.0,8016.0,8610.0,7895.0,7741.0,7538.0,5174.0,4439.0,7284.0,7379.0,7361.0,7962.0,7678.0,5480.0,4074.0,7273.0,7343.0,7518.0,8089.0,7548.0,5736.0,3795.0,7108.0,7085.0,7136.0,7765.0,7264.0,6126.0,4489.0,6821.0,7213.0,7032.0,7733.0,7277.0
신방화,18330.0,19101.0,13533.0,10068.0,18790.0,18795.0,19011.0,19203.0,18806.0,13897.0,9793.0,18673.0,19229.0,18892.0,17594.0,18837.0,12630.0,9617.0,18410.0,18792.0,18710.0,17683.0,19222.0,12551.0,10067.0,19016.0,18928.0,18960.0,18371.0,18180.0,17614.0,17771.0,11973.0,9353.0,17372.0,17205.0,18235.0,17092.0,17684.0,12760.0,9023.0,17669.0,17474.0,17639.0,16671.0,17739.0,12380.0,9145.0,17284.0,17527.0,17345.0,17720.0,17654.0,12052.0,9088.0,17331.0,17703.0,17452.0,17315.0,17372.0
신사,69307.0,78721.0,67881.0,37332.0,65943.0,67742.0,68286.0,69235.0,76652.0,68277.0,38831.0,65731.0,68371.0,67958.0,68879.0,75309.0,63993.0,34427.0,65725.0,67879.0,68922.0,71028.0,81505.0,64353.0,37233.0,69662.0,69848.0,69724.0,71021.0,78210.0,74348.0,87031.0,75783.0,43915.0,72352.0,72866.0,72079.0,71998.0,84421.0,73139.0,42260.0,71824.0,72484.0,73665.0,76429.0,84454.0,75306.0,42134.0,72008.0,74571.0,73381.0,78371.0,85596.0,73661.0,40894.0,73392.0,75313.0,74763.0,76098.0,84258.0
신설동,44615.0,48200.0,38965.0,29160.0,44593.0,46173.0,45836.0,45229.0,47365.0,37658.0,30153.0,45264.0,45030.0,45417.0,43355.0,46397.0,35557.0,27176.0,44292.0,44713.0,45383.0,44633.0,48218.0,36283.0,28781.0,44840.0,44820.0,45725.0,44933.0,46427.0,45106.0,48244.0,39101.0,31038.0,45249.0,45465.0,44732.0,43917.0,47576.0,37606.0,28443.0,44863.0,44555.0,45174.0,45097.0,48016.0,37862.0,29412.0,44682.0,44968.0,44957.0,45676.0,48049.0,36501.0,29633.0,44953.0,43456.0,44976.0,44918.0,47701.0
신용산,32171.0,34997.0,25969.0,17835.0,31047.0,31561.0,31361.0,31473.0,33908.0,27083.0,18465.0,31363.0,30653.0,32150.0,32074.0,34784.0,25894.0,17668.0,32602.0,32992.0,33064.0,33234.0,35762.0,25109.0,18011.0,32252.0,31831.0,31880.0,32171.0,35262.0,38220.0,42445.0,28863.0,20208.0,37563.0,37456.0,37708.0,38055.0,41892.0,29105.0,20655.0,37310.0,37820.0,39020.0,39434.0,42430.0,29689.0,21308.0,37701.0,38558.0,37831.0,39503.0,42501.0,28642.0,19942.0,37791.0,38245.0,39069.0,39683.0,42418.0
신이문,20761.0,21577.0,16718.0,12991.0,20821.0,21065.0,21032.0,21311.0,21249.0,16690.0,12674.0,20633.0,21112.0,20939.0,20543.0,20529.0,15942.0,11653.0,20689.0,20778.0,20856.0,20387.0,21134.0,15935.0,12276.0,20890.0,20845.0,21128.0,20811.0,20777.0,20443.0,21028.0,16300.0,12682.0,20668.0,20470.0,20298.0,19742.0,20929.0,16235.0,12176.0,20479.0,20627.0,20918.0,20374.0,20890.0,16117.0,11982.0,20075.0,20423.0,20192.0,20743.0,20566.0,15913.0,11952.0,20134.0,20361.0,20728.0,20190.0,20697.0
신정,29552.0,30420.0,21666.0,15258.0,30000.0,30189.0,30761.0,30455.0,30383.0,21932.0,15611.0,29985.0,30588.0,31329.0,29548.0,30253.0,20630.0,14848.0,29806.0,30311.0,30750.0,30476.0,31252.0,20766.0,15264.0,30444.0,30612.0,31315.0,30282.0,30340.0,30466.0,30962.0,21945.0,15674.0,30529.0,31404.0,31131.0,30167.0,30829.0,21580.0,15313.0,30382.0,31067.0,31354.0,31216.0,31246.0,21381.0,15503.0,30548.0,30935.0,30931.0,31559.0,30886.0,21401.0,15243.0,30526.0,30767.0,31215.0,31051.0,31402.0
신정네거리,21684.0,22610.0,17747.0,12931.0,22117.0,22033.0,22145.0,21989.0,22319.0,17936.0,12956.0,21692.0,21649.0,22197.0,21590.0,22075.0,16150.0,12133.0,21553.0,21765.0,21939.0,22175.0,22884.0,16689.0,12701.0,21966.0,22055.0,22565.0,21748.0,22896.0,21828.0,22334.0,17223.0,12720.0,21844.0,21850.0,21790.0,21000.0,22358.0,17543.0,12283.0,22026.0,21970.0,22409.0,22150.0,22650.0,17118.0,12275.0,21919.0,22060.0,21996.0,21834.0,22188.0,16734.0,12374.0,21940.0,21890.0,22711.0,21914.0,23385.0
신촌,104545.0,120055.0,111740.0,75481.0,96832.0,104403.0,105308.0,106526.0,116218.0,116560.0,76481.0,99587.0,103027.0,105302.0,107269.0,113430.0,111485.0,75164.0,98681.0,102166.0,102264.0,106586.0,118072.0,143659.0,86562.0,99479.0,101488.0,103293.0,104984.0,112823.0,106883.0,116447.0,113842.0,75391.0,97220.0,102081.0,101909.0,101614.0,115031.0,114074.0,76350.0,100950.0,104874.0,103581.0,104740.0,116348.0,136902.0,84441.0,101193.0,104443.0,101690.0,108358.0,116798.0,113834.0,74622.0,97602.0,100456.0,100486.0,103204.0,113094.0
