역명,2017-11-02,2017-11-03,2017-11-04,2017-11-05,2017-11-06,2017-11-07,2017-11-08,2017-11-09,2017-11-10,2017-11-11,2017-11-12,2017-11-13,2017-11-14,2017-11-15,2017-11-16,2017-11-17,2017-11-18,2017-11-19,2017-11-20,2017-11-21,2017-11-22,2017-11-23,2017-11-24,2017-11-25,2017-11-26,2017-11-27,2017-11-28,2017-11-29,2017-11-30,2017-12-01,2018-11-01,2018-11-02,2018-11-03,2018-11-04,2018-11-05,2018-11-06,2018-11-07,2018-11-08,2018-11-09,2018-11-10,2018-11-11,2018-11-12,2018-11-13,2018-11-14,2018-11-15,2018-11-16,2018-11-17,2018-11-18,2018-11-19,2018-11-20,2018-11-21,2018-11-22,2018-11-23,2018-11-24,2018-11-25,2018-11-26,2018-11-27,2018-11-28,2018-11-29,2018-11-30
마곡나루,13884.0,13547.0,10198.0,6871.0,13951.0,13833.0,14358.0,14461.0,14497.0,11002.0,7099.0,14175.0,14274.0,14446.0,14314.0,14717.0,10228.0,7029.0,13993.0,14173.0,14406.0,14407.0,14911.0,10362.0,7062.0,14096.0,14280.0,14381.0,14281.0,14381.0,17852.0,18578.0,14726.0,10124.0,16998.0,17681.0,17615.0,16824.0,18391.0,13916.0,9566.0,16868.0,17622.0,18062.0,17986.0,18110.0,13539.0,9416.0,17137.0,17558.0,17237.0,17423.0,17979.0,13289.0,9407.0,17116.0,17545.0,18068.0,17758.0,18332.0
마들,26934.0,27398.0,20377.0,13364.0,26714.0,26708.0,26596.0,26954.0,27117.0,19738.0,13246.0,26150.0,26638.0,27225.0,25938.0,26291.0,18714.0,11937.0,25943.0,26477.0,26775.0,27209.0,27807.0,19207.0,12879.0,26540.0,26643.0,26985.0,26888.0,26991.0,27878.0,27893.0,20182.0,13580.0,27343.0,27311.0,27207.0,27078.0,28190.0,19844.0,13007.0,26786.0,27482.0,27891.0,28025.0,27943.0,19685.0,12964.0,27087.0,27555.0,27133.0,27649.0,27568.0,19990.0,15331.0,26935.0,27465.0,27301.0,27543.0,27703.0
마장,14970.0,14860.0,10237.0,7070.0,14244.0,14553.0,14979.0,14759.0,14800.0,10952.0,7490.0,14533.0,14780.0,14754.0,14309.0,14621.0,10185.0,6114.0,14404.0,14738.0,14944.0,14699.0,15225.0,9528.0,7108.0,14664.0,14982.0,15051.0,14792.0,14563.0,15170.0,14967.0,10051.0,7233.0,14454.0,15059.0,15154.0,14559.0,15092.0,10088.0,7198.0,14662.0,15137.0,14883.0,14723.0,14839.0,9997.0,6666.0,14697.0,15282.0,14876.0,15476.0,15080.0,9856.0,6969.0,14873.0,15014.0,15137.0,15397.0,14917.0
마천,11156.0,11408.0,9745.0,7834.0,11325.0,11297.0,11678.0,11481.0,11442.0,9389.0,7463.0,11152.0,11458.0,11462.0,10799.0,11221.0,8848.0,6791.0,11145.0,11314.0,11483.0,10934.0,11464.0,8662.0,7089.0,11272.0,11408.0,11518.0,11377.0,11440.0,11858.0,12061.0,9908.0,8377.0,11753.0,11945.0,11595.0,11141.0,12218.0,9506.0,7564.0,11807.0,11832.0,11997.0,11244.0,11811.0,9457.0,7396.0,11888.0,12009.0,11799.0,11921.0,11937.0,8753.0,7329.0,11817.0,11822.0,11857.0,11861.0,11907.0
마포,34323.0,34490.0,19327.0,12299.0,33392.0,34593.0,34601.0,34544.0,34707.0,19973.0,12298.0,33560.0,34722.0,34952.0,34070.0,34226.0,18649.0,11163.0,33782.0,34662.0,35167.0,34322.0,36192.0,19566.0,12196.0,34111.0,36780.0,35476.0,34910.0,34974.0,34572.0,34903.0,18694.0,12198.0,33938.0,34841.0,35440.0,35159.0,35267.0,19557.0,11416.0,33659.0,34303.0,35073.0,34224.0,35638.0,19999.0,11437.0,34380.0,34995.0,34734.0,35400.0,35739.0,20017.0,12203.0,33770.0,34532.0,35184.0,35412.0,36542.0
마포구청,30067.0,30921.0,21360.0,15780.0,29635.0,30781.0,30969.0,30429.0,30862.0,21795.0,15610.0,29752.0,30675.0,32541.0,29037.0,30943.0,20123.0,14538.0,29271.0,30327.0,30609.0,30482.0,31404.0,20977.0,14875.0,29605.0,30637.0,31239.0,30655.0,30354.0,32060.0,32581.0,23267.0,16965.0,32072.0,32266.0,32402.0,31359.0,33492.0,22464.0,16252.0,31860.0,32259.0,32978.0,31907.0,32833.0,22280.0,15914.0,31688.0,32432.0,32326.0,32374.0,32555.0,22400.0,15747.0,31702.0,32200.0,32896.0,32350.0,33565.0
망우,18451.0,19624.0,17083.0,13133.0,18040.0,18038.0,19197.0,18365.0,18940.0,17794.0,12935.0,17920.0,18324.0,18269.0,17749.0,18649.0,16370.0,11957.0,17574.0,17893.0,18057.0,17804.0,19076.0,16157.0,12056.0,18060.0,18408.0,18405.0,17701.0,18412.0,18508.0,19212.0,16768.0,13055.0,17790.0,17745.0,18433.0,17036.0,19436.0,16901.0,12066.0,17573.0,17784.0,18292.0,18430.0,18763.0,16209.0,12291.0,17326.0,17783.0,17720.0,17756.0,18480.0,16075.0,11908.0,17445.0,17557.0,17799.0,17763.0,18513.0
망원,31200.0,33162.0,27576.0,18952.0,30605.0,30952.0,31576.0,31993.0,32089.0,28214.0,19358.0,30268.0,31569.0,32392.0,30822.0,32681.0,25758.0,17782.0,30105.0,30987.0,31416.0,31588.0,33931.0,25699.0,19483.0,31216.0,31742.0,32056.0,31755.0,32675.0,32165.0,33994.0,28703.0,20727.0,30875.0,31807.0,31659.0,30662.0,34080.0,28039.0,20087.0,31097.0,31828.0,33089.0,32671.0,34071.0,27914.0,19444.0,30409.0,31711.0,31855.0,32560.0,33941.0,27635.0,20512.0,31076.0,31310.0,31878.0,32438.0,33829.0
매봉,25526.0,26148.0,14614.0,8797.0,25842.0,26410.0,26239.0,26245.0,26354.0,15131.0,8651.0,25947.0,26642.0,26464.0,25839.0,26098.0,13435.0,8415.0,26076.0,26072.0,26533.0,26295.0,27291.0,14821.0,9120.0,26130.0,26634.0,26398.0,26165.0,26166.0,27270.0,27700.0,14486.0,9731.0,26649.0,27590.0,27041.0,26846.0,27493.0,15125.0,9466.0,27231.0,27746.0,27830.0,27637.0,27400.0,14684.0,9328.0,27317.0,28138.0,28163.0,27814.0,27553.0,14714.0,9598.0,27508.0,27702.0,27802.0,27330.0,28178.0
먹골,23131.0,23782.0,20646.0,13964.0,23111.0,23220.0,23406.0,23851.0,23761.0,21529.0,14890.0,23237.0,23492.0,23411.0,23127.0,23459.0,19957.0,13199.0,23416.0,23256.0,23398.0,23328.0,24211.0,20785.0,14099.0,23667.0,23418.0,23614.0,23562.0,23858.0,24095.0,24594.0,20689.0,14873.0,23637.0,23825.0,23649.0,23277.0,24773.0,21288.0,14640.0,23683.0,23844.0,24109.0,23913.0,24362.0,21098.0,14223.0,23738.0,23583.0,23619.0,24199.0,24253.0,21419.0,14209.0,23844.0,24052.0,23972.0,23823.0,24922.0
면목,37153.0,37769.0,26328.0,19762.0,37686.0,38195.0,38092.0,37621.0,37342.0,26890.0,19664.0,37330.0,38354.0,38616.0,36864.0,37590.0,25809.0,18888.0,37091.0,37509.0,37968.0,36898.0,38521.0,25418.0,19526.0,37634.0,38251.0,37845.0,37398.0,37826.0,38588.0,38299.0,26903.0,20580.0,38766.0,39132.0,38207.0,37122.0,38451.0,26721.0,20027.0,38415.0,39120.0,38762.0,38245.0,38213.0,26603.0,20010.0,38300.0,38783.0,38288.0,38783.0,38363.0,26795.0,19724.0,38334.0,38297.0,38748.0,38240.0,38426.0
명동,88672.0,97762.0,100440.0,78483.0,83461.0,86113.0,85892.0,85590.0,91749.0,101197.0,81924.0,84328.0,84715.0,85008.0,88308.0,90691.0,90872.0,71410.0,80005.0,81162.0,82266.0,86856.0,100032.0,87746.0,77851.0,83799.0,83082.0,83133.0,82248.0,89364.0,92211.0,97552.0,98874.0,80052.0,87562.0,85775.0,83119.0,79268.0,96615.0,96225.0,74495.0,83851.0,83283.0,84110.0,85117.0,95363.0,98054.0,75396.0,84814.0,84451.0,81786.0,90116.0,102473.0,96476.0,74671.0,82360.0,83677.0,82782.0,84259.0,90206.0
명일,18568.0,19366.0,14545.0,11489.0,18677.0,19102.0,19989.0,19152.0,19278.0,15006.0,12521.0,18700.0,19455.0,19666.0,18721.0,19359.0,13871.0,10531.0,18577.0,18898.0,19354.0,19044.0,20520.0,15004.0,11807.0,19965.0,19552.0,20173.0,19132.0,19195.0,19269.0,19972.0,14581.0,11259.0,19657.0,19582.0,19377.0,19294.0,20553.0,14159.0,10511.0,19992.0,19635.0,19977.0,19780.0,20333.0,14644.0,10901.0,19894.0,19622.0,19656.0,20212.0,19533.0,14387.0,10950.0,20110.0,20393.0,19892.0,19857.0,20190.0
목동,44212.0,45389.0,32466.0,21518.0,44508.0,45153.0,45122.0,44795.0,44647.0,32366.0,21011.0,43587.0,44402.0,46000.0,43283.0,41984.0,30055.0,19514.0,43059.0,43673.0,44078.0,45786.0,46157.0,30170.0,21973.0,44182.0,45234.0,44827.0,44542.0,44738.0,44336.0,44900.0,31545.0,21600.0,43934.0,45034.0,43788.0,43425.0,45039.0,31003.0,20629.0,43665.0,44615.0,45936.0,45408.0,45498.0,30649.0,20663.0,44234.0,44663.0,44471.0,45932.0,45534.0,30025.0,21297.0,44180.0,44058.0,44688.0,43936.0,45138.0
몽촌토성,15868.0,17380.0,13951.0,11075.0,15772.0,16478.0,16624.0,16791.0,17071.0,13674.0,10170.0,15473.0,16516.0,16048.0,15833.0,15744.0,13847.0,8550.0,15233.0,15702.0,15813.0,15611.0,17137.0,11691.0,8832.0,15166.0,15515.0,16208.0,15819.0,16090.0,17382.0,17657.0,15179.0,12416.0,16780.0,16512.0,16303.0,16085.0,17104.0,14050.0,9274.0,16361.0,16953.0,16784.0,16806.0,17168.0,13303.0,9508.0,16185.0,16537.0,16523.0,17051.0,16621.0,11806.0,9091.0,16142.0,17220.0,16888.0,16708.0,17209.0
무악재,9811.0,9869.0,7633.0,5192.0,9709.0,10124.0,10096.0,10122.0,9944.0,7603.0,5097.0,9807.0,9969.0,10100.0,9708.0,9860.0,6992.0,4824.0,9772.0,9826.0,9975.0,9938.0,10111.0,7193.0,5015.0,9850.0,9929.0,9987.0,9918.0,9649.0,9445.0,9618.0,6870.0,5084.0,9229.0,9431.0,9431.0,9394.0,9296.0,7088.0,4731.0,9132.0,9368.0,9466.0,9316.0,9285.0,6973.0,4752.0,9173.0,9408.0,9211.0,9602.0,9310.0,7169.0,4848.0,9118.0,9406.0,9417.0,9330.0,9459.0
문래,45955.0,46874.0,29359.0,18589.0,44941.0,45593.0,46406.0,45528.0,45873.0,29655.0,18010.0,45068.0,46078.0,47283.0,44387.0,45929.0,27384.0,17499.0,44574.0,45312.0,46233.0,45345.0,48052.0,29521.0,16774.0,46096.0,46515.0,46910.0,45838.0,46076.0,48614.0,49367.0,30608.0,19617.0,48134.0,48409.0,48359.0,47904.0,50240.0,30596.0,17337.0,48393.0,49463.0,50222.0,48639.0,48850.0,29392.0,18632.0,47779.0,49126.0,49321.0,48859.0,49538.0,30907.0,17194.0,48524.0,49078.0,49421.0,50617.0,49939.0
문정,36829.0,37634.0,14999.0,9893.0,37872.0,37785.0,39218.0,37956.0,37876.0,14601.0,9135.0,38165.0,38086.0,38493.0,37476.0,37843.0,13769.0,9031.0,37937.0,38046.0,38365.0,38422.0,38710.0,14408.0,8921.0,37791.0,37858.0,38450.0,38245.0,37657.0,45861.0,45970.0,22402.0,13259.0,46220.0,46222.0,46442.0,46268.0,47406.0,21229.0,13978.0,46155.0,45932.0,46295.0,45698.0,45900.0,20642.0,12273.0,46113.0,45941.0,45792.0,46979.0,46345.0,22287.0,12448.0,45641.0,46265.0,46414.0,46527.0,47193.0
미아,39497.0,40327.0,33081.0,22069.0,39388.0,39803.0,39980.0,39846.0,39853.0,32681.0,22351.0,39148.0,39605.0,40018.0,37491.0,42276.0,31315.0,21827.0,38956.0,38936.0,39751.0,38450.0,40375.0,32624.0,22738.0,39214.0,40174.0,40635.0,38817.0,39362.0,38461.0,38671.0,31253.0,22127.0,38701.0,38158.0,37761.0,36568.0,39471.0,31462.0,21437.0,37968.0,38689.0,39172.0,37692.0,41942.0,30097.0,21149.0,37893.0,38318.0,37294.0,37604.0,38441.0,31073.0,21275.0,37953.0,37926.0,38841.0,38975.0,38961.0
미아사거리,65507.0,69470.0,60647.0,42455.0,64486.0,65894.0,66750.0,66662.0,69598.0,62453.0,42869.0,64536.0,66139.0,68657.0,65569.0,69696.0,59243.0,42447.0,64526.0,65377.0,66491.0,66271.0,70486.0,58437.0,42740.0,65560.0,66603.0,67384.0,66318.0,68815.0,65531.0,68125.0,57381.0,41541.0,62161.0,64263.0,64019.0,61902.0,67791.0,56928.0,40099.0,63064.0,65218.0,66532.0,65153.0,69107.0,57311.0,42178.0,63409.0,64250.0,64706.0,64959.0,67665.0,57264.0,41185.0,63621.0,63613.0,65626.0,64922.0,68537.0
반포,14701.0,15032.0,11506.0,7617.0,14436.0,14501.0,15150.0,15193.0,15196.0,11374.0,7233.0,14600.0,14642.0,14819.0,14216.0,14947.0,10878.0,7138.0,14583.0,14596.0,15727.0,14799.0,15380.0,11634.0,7576.0,15039.0,14712.0,14919.0,14869.0,15115.0,15072.0,15600.0,11476.0,7610.0,15141.0,14843.0,15592.0,14612.0,15663.0,11545.0,7067.0,15126.0,15045.0,15414.0,15023.0,15681.0,11484.0,7370.0,14475.0,15169.0,16489.0,15436.0,15637.0,11963.0,7843.0,15044.0,14932.0,15535.0,15062.0,15487.0
발산,32512.0,33973.0,34264.0,18665.0,32121.0,33071.0,35972.0,34291.0,33911.0,34856.0,20647.0,31803.0,33299.0,34572.0,32943.0,33179.0,33755.0,18887.0,31782.0,33530.0,33957.0,35181.0,36475.0,31952.0,21133.0,34001.0,33911.0,34804.0,34648.0,36025.0,40015.0,41545.0,32287.0,19360.0,39738.0,39484.0,42143.0,39353.0,42343.0,33468.0,21595.0,40668.0,40343.0,41650.0,42413.0,41529.0,35007.0,20309.0,38679.0,41482.0,43531.0,41958.0,42840.0,35301.0,20278.0,40131.0,40090.0,41385.0,40357.0,42548.0
방배,52237.0,51917.0,31922.0,21117.0,51113.0,53208.0,51825.0,52960.0,51399.0,31631.0,21099.0,51355.0,53094.0,52147.0,52108.0,51461.0,30184.0,19567.0,50057.0,53031.0,52759.0,53216.0,52981.0,34015.0,20918.0,51197.0,54046.0,52103.0,52513.0,51788.0,42968.0,49868.0,29364.0,20490.0,51747.0,52990.0,51295.0,50879.0,50544.0,30443.0,19927.0,52666.0,53782.0,52506.0,51937.0,51100.0,32045.0,19934.0,52000.0,53896.0,51543.0,52891.0,51315.0,32048.0,20251.0,52027.0,56094.0,54613.0,53204.0,50794.0
방이,16059.0,16570.0,12244.0,9767.0,15883.0,16134.0,16737.0,16548.0,16672.0,12319.0,9079.0,15885.0,16625.0,17276.0,16292.0,16597.0,12027.0,8750.0,16026.0,16454.0,16914.0,16954.0,17906.0,11856.0,9130.0,16201.0,16773.0,17219.0,16469.0,17398.0,17169.0,17469.0,13684.0,10238.0,16784.0,17215.0,17100.0,17156.0,17674.0,12979.0,9371.0,16485.0,17362.0,17995.0,17624.0,17793.0,12380.0,9682.0,16738.0,17241.0,17382.0,17433.0,17562.0,13048.0,9343.0,16731.0,17359.0,17595.0,17552.0,17667.0
방학,22558.0,22802.0,18966.0,15193.0,22648.0,22662.0,23130.0,22566.0,23160.0,18848.0,14029.0,22089.0,23042.0,22743.0,21781.0,22560.0,17111.0,13442.0,22036.0,22637.0,22754.0,21848.0,22978.0,18005.0,14254.0,22456.0,22903.0,22877.0,22209.0,21802.0,22866.0,22947.0,18875.0,15191.0,22603.0,22821.0,22290.0,20951.0,23213.0,18633.0,13942.0,22857.0,23110.0,23208.0,22432.0,22826.0,18018.0,14384.0,22426.0,22894.0,22349.0,22565.0,22763.0,17980.0,14848.0,22738.0,22511.0,23176.0,22619.0,22917.0
방화,16493.0,17583.0,12487.0,9505.0,16520.0,16682.0,16973.0,16941.0,16681.0,13153.0,9295.0,16862.0,16870.0,17407.0,16118.0,16653.0,11669.0,8593.0,16429.0,16617.0,16942.0,17084.0,17532.0,11542.0,8994.0,16880.0,17661.0,17401.0,16927.0,16983.0,16324.0,16938.0,12270.0,9284.0,16134.0,16775.0,16344.0,15666.0,17251.0,12749.0,9031.0,16250.0,16727.0,17059.0,16652.0,17258.0,11569.0,8971.0,16386.0,16719.0,16758.0,16747.0,17006.0,11532.0,8906.0,16483.0,16476.0,17089.0,16185.0,16969.0
버티고개,5622.0,5647.0,4027.0,2954.0,5570.0,5587.0,5713.0,5685.0,5758.0,4063.0,2791.0,5574.0,5495.0,5631.0,5538.0,5552.0,3853.0,2526.0,5473.0,5541.0,5387.0,5435.0,5630.0,4041.0,2746.0,5452.0,5627.0,5521.0,5596.0,5483.0,5639.0,5842.0,4099.0,2872.0,5640.0,5765.0,5591.0,5510.0,5924.0,4007.0,2794.0,5666.0,5759.0,5771.0,5719.0,5802.0,4010.0,2873.0,5774.0,5807.0,5647.0,5720.0,5694.0,4098.0,2831.0,5701.0,5696.0,5630.0,5613.0,5939.0
보라매,21865.0,21293.0,15169.0,12556.0,20859.0,21334.0,21391.0,20846.0,21650.0,16578.0,10547.0,20617.0,21474.0,21317.0,19628.0,20933.0,15436.0,10429.0,20752.0,21100.0,21023.0,20252.0,21901.0,16857.0,11120.0,21742.0,21826.0,22467.0,21607.0,21185.0,22051.0,22251.0,16329.0,11571.0,21713.0,22153.0,21939.0,21385.0,22556.0,15372.0,10457.0,22108.0,22503.0,22191.0,21155.0,22070.0,15313.0,10038.0,22346.0,22813.0,22422.0,22511.0,22878.0,17349.0,11102.0,22550.0,22634.0,23066.0,22561.0,22958.0
보문,17169.0,17842.0,12642.0,10171.0,17149.0,17543.0,17656.0,17793.0,18029.0,13351.0,9951.0,17057.0,17538.0,17695.0,16911.0,17625.0,12010.0,9322.0,17278.0,17328.0,17431.0,17175.0,17856.0,12527.0,9813.0,17236.0,17437.0,17346.0,17219.0,17295.0,17195.0,17737.0,12831.0,10107.0,17300.0,17345.0,17162.0,17438.0,17762.0,12853.0,9668.0,17065.0,17236.0,17555.0,17468.0,17454.0,12268.0,9640.0,16925.0,17368.0,17241.0,17788.0,17859.0,13350.0,9649.0,16849.0,16821.0,17089.0,16790.0,17191.0
복정,25121.0,25601.0,17570.0,14455.0,24130.0,24763.0,24925.0,25650.0,25322.0,17833.0,13168.0,24144.0,25215.0,24944.0,24387.0,25131.0,16431.0,12312.0,24568.0,24917.0,24809.0,25169.0,25717.0,17820.0,13109.0,24890.0,25749.0,25400.0,25266.0,25345.0,26126.0,27131.0,17422.0,15393.0,25835.0,26278.0,25718.0,25196.0,26999.0,17623.0,13811.0,25332.0,26358.0,26802.0,26224.0,26799.0,18759.0,15132.0,25387.0,26464.0,26108.0,26902.0,26887.0,17676.0,14958.0,25511.0,26165.0,26261.0,26571.0,27407.0
봉천,51499.0,51804.0,38730.0,28430.0,51233.0,51612.0,51444.0,51838.0,51535.0,39268.0,28571.0,50969.0,52067.0,51813.0,50265.0,51006.0,37969.0,27254.0,50710.0,51377.0,50977.0,50620.0,51983.0,36861.0,27930.0,50918.0,51440.0,51064.0,50900.0,51064.0,53633.0,54053.0,40102.0,30161.0,53744.0,53770.0,53005.0,52443.0,54610.0,40639.0,29507.0,54304.0,55306.0,54134.0,54079.0,54646.0,40284.0,29402.0,53976.0,54994.0,53282.0,54839.0,54109.0,39720.0,29600.0,53896.0,54137.0,54811.0,54443.0,54780.0
봉화산(서울의료원),21401.0,21355.0,15017.0,11040.0,21597.0,22011.0,21708.0,22078.0,21950.0,14579.0,10345.0,21139.0,21934.0,21812.0,21495.0,21286.0,14019.0,9724.0,21233.0,21786.0,22090.0,21591.0,22213.0,14316.0,10076.0,21350.0,21914.0,21675.0,21783.0,21281.0,22425.0,22662.0,15034.0,11413.0,22094.0,22519.0,21964.0,21885.0,22580.0,14676.0,10486.0,22315.0,22397.0,22562.0,22101.0,22249.0,14587.0,10910.0,22133.0,22422.0,22318.0,22824.0,22390.0,14893.0,10571.0,22147.0,22426.0,22763.0,22338.0,22496.0
불광,56676.0,58488.0,51266.0,39064.0,56849.0,57382.0,60279.0,58350.0,57510.0,51926.0,39269.0,55324.0,57029.0,58148.0,56987.0,57887.0,47834.0,34324.0,55272.0,56458.0,57971.0,57388.0,60362.0,47243.0,37689.0,56432.0,57395.0,58089.0,56608.0,58616.0,56802.0,58443.0,49339.0,38181.0,55220.0,56334.0,58049.0,55134.0,59730.0,50236.0,36840.0,56357.0,56810.0,58741.0,58369.0,60388.0,49277.0,36692.0,54011.0,57202.0,57048.0,57121.0,58535.0,47378.0,37063.0,55531.0,56175.0,57851.0,56492.0,59133.0
사가정,35153.0,35957.0,28772.0,22145.0,35136.0,35286.0,36366.0,35793.0,35409.0,29441.0,21674.0,34949.0,35384.0,35873.0,34887.0,35897.0,27985.0,20203.0,34804.0,35268.0,35373.0,35436.0,37102.0,27985.0,21195.0,35195.0,35769.0,35737.0,34790.0,36269.0,36251.0,36982.0,29299.0,21704.0,35753.0,36058.0,35915.0,34441.0,36747.0,29081.0,20814.0,36195.0,36794.0,36583.0,36473.0,36921.0,28594.0,20764.0,35584.0,36499.0,35920.0,36660.0,37331.0,28335.0,20630.0,36198.0,36258.0,36775.0,35976.0,37684.0
사당,159914.0,169405.0,144902.0,105015.0,153644.0,160297.0,161188.0,163461.0,170990.0,143293.0,107313.0,154408.0,160411.0,161799.0,161898.0,170363.0,140840.0,97915.0,153909.0,159533.0,160822.0,161662.0,178318.0,139776.0,100499.0,156706.0,161544.0,162561.0,161461.0,176106.0,161475.0,173042.0,150393.0,108221.0,154397.0,158878.0,158134.0,157829.0,173813.0,148906.0,103147.0,156761.0,161513.0,161789.0,163990.0,175594.0,147531.0,102212.0,155009.0,162014.0,161895.0,165706.0,175869.0,144375.0,101688.0,156395.0,160958.0,164053.0,165831.0,179731.0
사평,5878.0,6200.0,4305.0,2750.0,6011.0,6183.0,6318.0,6435.0,6420.0,4378.0,2715.0,5929.0,6170.0,6478.0,5505.0,6519.0,4357.0,2657.0,5902.0,5986.0,6124.0,6575.0,6582.0,4412.0,2734.0,6085.0,6166.0,6076.0,6091.0,6009.0,6751.0,6637.0,4550.0,3233.0,6654.0,7022.0,6629.0,7049.0,7178.0,4343.0,3004.0,6763.0,6770.0,7041.0,7094.0,7063.0,4512.0,3133.0,6717.0,7042.0,6829.0,7112.0,7267.0,4734.0,3436.0,6701.0,7230.0,6838.0,6739.0,7515.0
삼각지,27255.0,29297.0,23812.0,17740.0,25440.0,28506.0,28479.0,28098.0,29207.0,26339.0,17472.0,25468.0,27548.0,27792.0,27610.0,29142.0,24654.0,16097.0,25051.0,27873.0,27859.0,27817.0,30868.0,24942.0,16962.0,25540.0,28573.0,28922.0,28622.0,31815.0,26931.0,28463.0,23869.0,14947.0,25037.0,26547.0,26922.0,27078.0,29661.0,24477.0,16027.0,24952.0,27320.0,26754.0,27294.0,28607.0,24364.0,15862.0,24724.0,27663.0,32969.0,29053.0,30415.0,23673.0,15756.0,25216.0,29403.0,28331.0,30005.0,29974.0
삼성,133028.0,144019.0,95267.0,76754.0,120577.0,126559.0,128338.0,140812.0,150604.0,115584.0,82527.0,119406.0,125776.0,128155.0,138727.0,142457.0,95687.0,67137.0,124416.0,127223.0,129048.0,145240.0,150076.0,106674.0,71781.0,126387.0,132073.0,131041.0,133214.0,143467.0,145689.0,148051.0,104299.0,85777.0,132335.0,139131.0,140982.0,156119.0,153327.0,125063.0,89860.0,131085.0,135489.0,136688.0,141062.0,147923.0,92658.0,71686.0,132645.0,135836.0,141028.0,156235.0,159458.0,111550.0,90142.0,129471.0,138059.0,151748.0,149406.0,154667.0
상계,47031.0,47605.0,36503.0,26914.0,46129.0,47191.0,47945.0,47135.0,47359.0,36969.0,26387.0,46026.0,46801.0,48243.0,45117.0,46591.0,33997.0,24964.0,46259.0,46530.0,47504.0,45346.0,48786.0,34363.0,26633.0,46663.0,47773.0,48220.0,47107.0,46969.0,46373.0,46745.0,35336.0,26573.0,45516.0,46203.0,46136.0,44393.0,46898.0,34690.0,24899.0,45823.0,46402.0,47381.0,45615.0,47223.0,34463.0,25766.0,45798.0,46695.0,46541.0,46334.0,47102.0,34522.0,25850.0,46015.0,46306.0,46928.0,46380.0,46795.0
상도,27037.0,26571.0,18707.0,14236.0,26521.0,27564.0,27220.0,27412.0,26601.0,19419.0,14051.0,26749.0,27738.0,27364.0,26780.0,26862.0,19213.0,13576.0,26408.0,27152.0,27306.0,26951.0,27098.0,18573.0,14336.0,26779.0,27376.0,27565.0,27917.0,27325.0,27988.0,27563.0,19132.0,13914.0,27406.0,27955.0,27699.0,27016.0,27495.0,19665.0,14270.0,27599.0,28464.0,28202.0,27750.0,27430.0,19633.0,14029.0,27533.0,28195.0,27457.0,27134.0,27475.0,23427.0,17846.0,27428.0,27741.0,27736.0,28012.0,27694.0
상봉,49499.0,51999.0,44605.0,33892.0,49313.0,49426.0,50303.0,50309.0,51070.0,46132.0,32335.0,49158.0,49978.0,50217.0,49365.0,50326.0,41755.0,30334.0,48064.0,48797.0,49755.0,49087.0,51652.0,41524.0,31240.0,50040.0,50071.0,50727.0,49420.0,51224.0,51950.0,54913.0,47173.0,34960.0,51533.0,50945.0,50519.0,48290.0,54394.0,45830.0,32822.0,51372.0,51503.0,51750.0,52009.0,53990.0,44571.0,33198.0,50755.0,51295.0,50198.0,51817.0,53152.0,45320.0,32089.0,50488.0,50850.0,51859.0,51322.0,53853.0
상수,24923.0,28701.0,26081.0,17129.0,22855.0,24953.0,27239.0,25849.0,31275.0,27150.0,17803.0,23787.0,24498.0,27927.0,26270.0,30473.0,26182.0,16570.0,22611.0,24454.0,24903.0,25231.0,29450.0,26478.0,18290.0,23643.0,26435.0,25890.0,26049.0,29439.0,25852.0,28000.0,24493.0,16269.0,22687.0,23818.0,24101.0,24802.0,28025.0,24039.0,16513.0,23029.0,23937.0,24394.0,25474.0,28237.0,25082.0,16397.0,22512.0,24165.0,24046.0,25402.0,29123.0,24997.0,16486.0,22614.0,25927.0,24466.0,25161.0,28547.0
상왕십리,30740.0,31701.0,22484.0,15975.0,30319.0,30745.0,31072.0,31078.0,31551.0,23176.0,15779.0,30438.0,31224.0,31507.0,30658.0,31295.0,22465.0,15345.0,30263.0,30489.0,31506.0,31768.0,32225.0,22034.0,16026.0,30575.0,31163.0,31843.0,31541.0,31904.0,33736.0,33456.0,23339.0,17230.0,32262.0,32842.0,33222.0,33318.0,33222.0,23138.0,16819.0,32302.0,32733.0,33362.0,33264.0,33907.0,23355.0,16022.0,32247.0,32832.0,33038.0,33616.0,33860.0,23779.0,17064.0,32189.0,33030.0,33569.0,33886.0,34455.0
상월곡,14822.0,14819.0,9557.0,7669.0,15037.0,15121.0,15475.0,15130.0,15296.0,9550.0,7636.0,15122.0,14968.0,15457.0,14826.0,14646.0,8960.0,7151.0,14925.0,14773.0,15217.0,14995.0,15136.0,9195.0,7298.0,15043.0,15062.0,15467.0,15210.0,14719.0,16479.0,14919.0,9757.0,7830.0,15184.0,15389.0,15521.0,16480.0,15081.0,10278.0,7566.0,15375.0,15477.0,15354.0,16313.0,15214.0,9432.0,7307.0,15061.0,15449.0,15236.0,16754.0,15063.0,9451.0,7628.0,15291.0,14884.0,15516.0,16410.0,15297.0
