역명,2018-10-01,2018-10-02,2018-10-03,2018-10-04,2018-10-05,2018-10-06,2018-10-07,2018-10-08,2018-10-09,2018-10-10,2018-10-11,2018-10-12,2018-10-13,2018-10-14,2018-10-15,2018-10-16,2018-10-17,2018-10-18,2018-10-19,2018-10-20,2018-10-21,2018-10-22,2018-10-23,2018-10-24,2018-10-25,2018-10-26,2018-10-27,2018-10-28,2018-10-29,2018-10-30,2018-10-31,2019-09-30,2019-10-01,2019-10-02,2019-10-03,2019-10-04,2019-10-05,2019-10-06,2019-10-07,2019-10-08,2019-10-09,2019-10-10,2019-10-11,2019-10-12,2019-10-13,2019-10-14,2019-10-15,2019-10-16,2019-10-17,2019-10-18,2019-10-19,2019-10-20,2019-10-21,2019-10-22,2019-10-23,2019-10-24,2019-10-25,2019-10-26,2019-10-27,2019-10-28,2019-10-29,2019-10-30
가락시장,41582.0,43946.0,26419.0,42904.0,42918.0,27443.0,20221.0,40856.0,25026.0,42488.0,43006.0,45341.0,32245.0,21068.0,42403.0,42927.0,42456.0,44357.0,45051.0,32700.0,20506.0,41950.0,41314.0,43370.0,43423.0,44057.0,33126.0,19314.0,42526.0,43401.0,43179.0,41452.0,42064.0,42507.0,26173.0,40255.0,30229.0,19510.0,38983.0,44156.0,27525.0,41855.0,44558.0,32353.0,19406.0,41815.0,42744.0,41859.0,42521.0,44820.0,32370.0,20246.0,41614.0,42359.0,42051.0,42728.0,45668.0,33161.0,20599.0,41763.0,42287.0,43109.0
가산디지털단지,146439.0,148465.0,52830.0,145932.0,145525.0,53454.0,46096.0,131820.0,49367.0,146908.0,146534.0,147942.0,62739.0,48055.0,147895.0,145950.0,145768.0,147317.0,144758.0,59251.0,47940.0,146669.0,143671.0,145331.0,146598.0,143497.0,61367.0,45897.0,146649.0,146338.0,147592.0,148148.0,148096.0,148991.0,47804.0,125589.0,55710.0,43942.0,146133.0,149465.0,49329.0,146639.0,148154.0,57043.0,44951.0,148608.0,148859.0,147267.0,146837.0,145787.0,57694.0,44252.0,147885.0,147779.0,147581.0,146863.0,148688.0,58566.0,45895.0,147994.0,148452.0,148761.0
가양,45562.0,47448.0,26327.0,47360.0,46195.0,32795.0,27458.0,45036.0,25960.0,46676.0,47421.0,48881.0,36585.0,29701.0,46344.0,47475.0,46537.0,47069.0,48044.0,35127.0,28053.0,46024.0,45860.0,46476.0,46691.0,47079.0,35927.0,26597.0,46414.0,46881.0,46658.0,47067.0,47762.0,47499.0,27315.0,45981.0,36502.0,27408.0,44477.0,48821.0,27975.0,47948.0,48920.0,36799.0,25990.0,48203.0,48107.0,47635.0,46933.0,48188.0,38508.0,29189.0,47529.0,48326.0,48388.0,47868.0,50027.0,36412.0,26852.0,48076.0,49036.0,48574.0
가좌,11834.0,11911.0,7741.0,11697.0,11447.0,8180.0,7047.0,11563.0,7847.0,11872.0,11915.0,11680.0,9319.0,6973.0,11790.0,11928.0,11743.0,12112.0,12145.0,9780.0,7251.0,11705.0,11645.0,12026.0,12147.0,11705.0,9852.0,6560.0,11873.0,11986.0,11972.0,12489.0,12379.0,12374.0,7781.0,11988.0,9906.0,7146.0,11676.0,12747.0,8909.0,12338.0,12221.0,9265.0,7064.0,12182.0,12480.0,12357.0,12325.0,12687.0,9664.0,7418.0,12360.0,12311.0,12476.0,12467.0,13568.0,10010.0,7667.0,12659.0,12394.0,12681.0
강남,211525.0,230721.0,119459.0,223548.0,242506.0,169392.0,110230.0,225187.0,114827.0,221718.0,224627.0,245000.0,190613.0,112187.0,215168.0,219493.0,222390.0,228137.0,245371.0,184541.0,110140.0,212604.0,213427.0,220378.0,225285.0,241817.0,194629.0,109821.0,211837.0,216533.0,221275.0,208555.0,211483.0,233895.0,118593.0,230734.0,196601.0,103161.0,205985.0,232779.0,117395.0,215403.0,235496.0,192487.0,110655.0,207773.0,215100.0,212967.0,215305.0,234766.0,175499.0,103178.0,207615.0,212341.0,213032.0,217809.0,244265.0,197751.0,121829.0,215489.0,222714.0,219314.0
강남구청,57422.0,61398.0,27572.0,60506.0,61058.0,37141.0,22177.0,54217.0,26019.0,61229.0,61618.0,62624.0,40353.0,23622.0,58205.0,59956.0,60926.0,61444.0,62127.0,41802.0,23499.0,57855.0,59231.0,60637.0,61133.0,61689.0,42786.0,23660.0,57877.0,61048.0,60831.0,61700.0,63077.0,64197.0,28930.0,58298.0,40814.0,23683.0,58914.0,64035.0,29650.0,63022.0,64753.0,41907.0,25274.0,60833.0,62793.0,62821.0,62908.0,63680.0,43091.0,24259.0,60313.0,63292.0,62981.0,62679.0,65169.0,42083.0,25359.0,61332.0,63360.0,63816.0
강동,42624.0,43631.0,25285.0,44063.0,43986.0,30583.0,23447.0,41045.0,25119.0,44097.0,44110.0,44583.0,35238.0,24924.0,42965.0,43843.0,43773.0,45488.0,44413.0,35669.0,24695.0,42654.0,42429.0,43699.0,43595.0,43228.0,36971.0,24583.0,43306.0,43731.0,43706.0,43882.0,44574.0,45459.0,28507.0,41755.0,35224.0,24744.0,42915.0,45283.0,29317.0,44037.0,44351.0,36813.0,26464.0,43784.0,44190.0,43964.0,44149.0,44621.0,38102.0,25608.0,43797.0,44974.0,44357.0,44484.0,46378.0,37626.0,26664.0,44208.0,45334.0,45137.0
강동구청,25841.0,26643.0,13324.0,26392.0,26857.0,14330.0,11622.0,24851.0,12802.0,26434.0,26568.0,27031.0,17091.0,12573.0,26227.0,26420.0,26277.0,26915.0,27540.0,16937.0,11682.0,25907.0,25749.0,27299.0,26124.0,26647.0,16936.0,10894.0,26073.0,26508.0,26209.0,25269.0,25189.0,25854.0,12578.0,24277.0,14974.0,11195.0,24575.0,25559.0,13565.0,25054.0,25491.0,16838.0,11980.0,25142.0,25158.0,25219.0,24972.0,25348.0,16758.0,11553.0,24696.0,25108.0,26317.0,25091.0,25701.0,15818.0,11609.0,25280.0,25217.0,25667.0
강변,91037.0,94142.0,72628.0,92971.0,102361.0,89616.0,83173.0,100118.0,72540.0,91450.0,91693.0,110003.0,112104.0,88000.0,92002.0,89221.0,88903.0,93954.0,109460.0,113211.0,88198.0,91984.0,84834.0,89893.0,94218.0,108601.0,116939.0,87070.0,92104.0,88087.0,90292.0,88551.0,86024.0,93047.0,68476.0,104458.0,104783.0,82323.0,85281.0,90891.0,72275.0,88299.0,104376.0,108769.0,82912.0,89249.0,84402.0,83866.0,87348.0,101595.0,104369.0,80252.0,87205.0,83238.0,84573.0,88049.0,108678.0,114659.0,90037.0,90413.0,86447.0,85318.0
개롱,16064.0,16108.0,8682.0,16635.0,15863.0,10462.0,8089.0,14789.0,9105.0,16115.0,16057.0,16480.0,12198.0,8160.0,16005.0,16526.0,16532.0,16671.0,16537.0,11468.0,8426.0,15971.0,15574.0,16287.0,16331.0,16033.0,12326.0,7798.0,16049.0,16173.0,16216.0,16713.0,16490.0,16725.0,9860.0,15757.0,11319.0,8058.0,16067.0,16593.0,10390.0,16834.0,16866.0,12832.0,8689.0,16779.0,17279.0,16580.0,16570.0,16762.0,12854.0,9167.0,16629.0,16384.0,16846.0,16778.0,17137.0,12312.0,8732.0,16326.0,16259.0,16323.0
개봉,54504.0,56537.0,37565.0,55878.0,54337.0,42343.0,36280.0,53738.0,38695.0,55687.0,56646.0,55874.0,49491.0,36618.0,54982.0,55859.0,55891.0,56489.0,56566.0,50258.0,36567.0,55951.0,55108.0,56699.0,56287.0,54256.0,50677.0,35424.0,54381.0,55622.0,55829.0,54260.0,54789.0,55013.0,37738.0,52944.0,47458.0,36358.0,52697.0,56066.0,39797.0,54715.0,53774.0,45808.0,33714.0,54182.0,55434.0,52110.0,54325.0,55594.0,48872.0,35573.0,53949.0,54907.0,54921.0,54460.0,57055.0,47891.0,36366.0,54425.0,54972.0,55040.0
개포동,7338.0,7614.0,4783.0,7577.0,7646.0,4798.0,4267.0,7011.0,4175.0,8067.0,7288.0,7789.0,5314.0,4136.0,7195.0,7384.0,8193.0,7555.0,7901.0,6009.0,4585.0,7352.0,7371.0,8134.0,7637.0,7588.0,6047.0,4278.0,7576.0,7510.0,8360.0,8087.0,7992.0,8646.0,4363.0,7702.0,5717.0,4603.0,7945.0,8308.0,4873.0,8290.0,8333.0,5554.0,5134.0,7998.0,8036.0,8490.0,8155.0,8677.0,6967.0,4930.0,8002.0,8083.0,8592.0,8294.0,8999.0,6632.0,5108.0,8171.0,8228.0,9086.0
개화,14964.0,14828.0,7703.0,14848.0,14976.0,8716.0,6870.0,13900.0,7562.0,14937.0,15090.0,15457.0,10049.0,6975.0,14907.0,14597.0,14508.0,14731.0,15144.0,9833.0,6988.0,14679.0,13922.0,14554.0,14745.0,14518.0,9962.0,6344.0,14708.0,14329.0,14031.0,7280.0,6674.0,6615.0,3615.0,6315.0,5106.0,3439.0,6369.0,6689.0,3945.0,6437.0,6233.0,4512.0,3349.0,6222.0,6057.0,6175.0,6022.0,6352.0,4573.0,3270.0,6121.0,6738.0,5932.0,5854.0,6300.0,4313.0,3397.0,5996.0,5977.0,5873.0
개화산,13248.0,13545.0,7936.0,13433.0,12912.0,8251.0,7134.0,12543.0,7993.0,13503.0,13446.0,13537.0,9710.0,7328.0,13250.0,13563.0,13744.0,13717.0,13501.0,9995.0,7213.0,13301.0,13120.0,13437.0,13459.0,13056.0,9504.0,6560.0,13325.0,13467.0,13787.0,13315.0,13081.0,13080.0,8017.0,12779.0,9454.0,6833.0,12515.0,13433.0,8455.0,13140.0,13302.0,9490.0,7064.0,13146.0,13304.0,13184.0,12783.0,13215.0,9745.0,7054.0,12984.0,13134.0,13148.0,13276.0,13594.0,9758.0,7111.0,13136.0,13216.0,13232.0
거여,16002.0,16680.0,9319.0,16660.0,16260.0,10026.0,8096.0,15502.0,9091.0,16494.0,16562.0,17069.0,11681.0,8892.0,16209.0,16756.0,16900.0,16690.0,16534.0,12131.0,8604.0,16094.0,16176.0,16675.0,16543.0,16353.0,12179.0,7852.0,16606.0,16746.0,16765.0,17895.0,18083.0,17994.0,10505.0,17695.0,12734.0,9059.0,16999.0,17979.0,10941.0,18290.0,18329.0,13001.0,9311.0,18164.0,18528.0,17989.0,18063.0,18419.0,13328.0,9236.0,17784.0,18116.0,18241.0,18270.0,18558.0,13263.0,9411.0,18049.0,18259.0,18157.0
건대입구,126064.0,139638.0,113379.0,131542.0,141711.0,123474.0,102765.0,141000.0,107993.0,128172.0,130604.0,142602.0,140028.0,104634.0,123445.0,127151.0,126629.0,132369.0,144597.0,134409.0,102585.0,124477.0,123580.0,128370.0,134617.0,143546.0,145510.0,98000.0,127607.0,129465.0,133661.0,125533.0,125376.0,136580.0,108836.0,142878.0,136918.0,97385.0,117000.0,139804.0,108200.0,126423.0,140991.0,134426.0,98193.0,127501.0,127124.0,124041.0,127343.0,138466.0,134887.0,95358.0,119497.0,122568.0,123169.0,129279.0,147482.0,150166.0,105391.0,126679.0,128597.0,130386.0
경복궁,55855.0,53617.0,48139.0,62860.0,58965.0,34358.0,43937.0,59588.0,41060.0,58671.0,59716.0,63761.0,57240.0,40144.0,58335.0,56807.0,61880.0,73585.0,67451.0,61492.0,44048.0,59892.0,56026.0,65398.0,65887.0,63189.0,71704.0,37523.0,59881.0,57174.0,66079.0,58235.0,56359.0,60515.0,140399.0,72420.0,62948.0,45136.0,52630.0,60301.0,119352.0,60160.0,65025.0,56513.0,42194.0,55183.0,55580.0,61634.0,60603.0,66096.0,75011.0,44052.0,60030.0,57007.0,63827.0,64024.0,91848.0,69997.0,47029.0,61016.0,57733.0,68196.0
경찰병원,18768.0,19422.0,8079.0,19339.0,19074.0,9852.0,7400.0,17249.0,7773.0,18814.0,18829.0,18906.0,10951.0,8017.0,19312.0,19459.0,18718.0,19302.0,19294.0,10247.0,7286.0,18890.0,18270.0,18564.0,18789.0,18866.0,11201.0,7432.0,18537.0,18644.0,18633.0,18920.0,19009.0,19103.0,8509.0,17053.0,10196.0,7319.0,18562.0,19174.0,8810.0,18784.0,18610.0,10816.0,7441.0,19643.0,19302.0,18771.0,18588.0,18631.0,10814.0,7514.0,19774.0,19267.0,18805.0,18887.0,18757.0,10694.0,7876.0,18834.0,18606.0,18808.0
고덕,22697.0,23504.0,12299.0,23212.0,22949.0,14050.0,10720.0,21794.0,12424.0,23168.0,23418.0,24271.0,17585.0,9959.0,22619.0,23628.0,23511.0,23914.0,24003.0,15889.0,11236.0,22638.0,22664.0,22941.0,23143.0,22446.0,16873.0,9622.0,22812.0,23044.0,23164.0,23179.0,23741.0,23024.0,12554.0,21966.0,15008.0,9614.0,22050.0,23641.0,12406.0,22939.0,23737.0,15701.0,10307.0,22808.0,23819.0,22749.0,22735.0,23197.0,16261.0,10140.0,22691.0,23244.0,23472.0,23219.0,23596.0,15828.0,9917.0,23521.0,23353.0,23412.0
고려대,23569.0,25023.0,12943.0,24483.0,22065.0,16081.0,12039.0,23889.0,12715.0,25076.0,24972.0,23625.0,17967.0,12680.0,23978.0,24677.0,24978.0,24263.0,23509.0,17023.0,12419.0,22940.0,22772.0,24094.0,23427.0,22416.0,18811.0,12137.0,24478.0,24178.0,24901.0,23658.0,24273.0,24474.0,12269.0,21801.0,17145.0,11796.0,23341.0,24891.0,13536.0,24683.0,23487.0,16843.0,12527.0,23501.0,24310.0,23238.0,23685.0,23637.0,17365.0,12578.0,22831.0,23002.0,22703.0,23079.0,22892.0,18381.0,12287.0,23559.0,23861.0,24164.0
고속터미널,172722.0,186808.0,168093.0,179238.0,214461.0,220203.0,184918.0,195866.0,174540.0,175725.0,178630.0,224422.0,252204.0,196966.0,178258.0,175163.0,176087.0,184702.0,226393.0,248281.0,191569.0,175131.0,169607.0,172383.0,183050.0,226356.0,259486.0,198611.0,170003.0,176571.0,175636.0,175622.0,170397.0,191378.0,174900.0,223897.0,293283.0,193676.0,171632.0,188926.0,178605.0,178504.0,227219.0,293275.0,195662.0,177939.0,171698.0,170485.0,176345.0,218725.0,250306.0,187206.0,163467.0,171568.0,170685.0,179796.0,234769.0,267731.0,209817.0,180991.0,178936.0,175350.0
공덕,85339.0,89514.0,37555.0,87693.0,88748.0,53769.0,34512.0,79725.0,35908.0,87443.0,85783.0,90988.0,55622.0,34998.0,85474.0,87165.0,87259.0,90313.0,91671.0,55688.0,37050.0,84334.0,85500.0,88624.0,88104.0,87971.0,57892.0,33090.0,85831.0,87033.0,87449.0,88686.0,89714.0,91255.0,43478.0,80320.0,60673.0,33043.0,84076.0,91210.0,42185.0,87893.0,90986.0,56065.0,36940.0,87305.0,88310.0,88280.0,88714.0,91203.0,57755.0,37157.0,87498.0,89591.0,89233.0,88664.0,93216.0,60623.0,38060.0,88076.0,89261.0,89804.0
공릉,29912.0,30747.0,18464.0,30090.0,29545.0,20333.0,17559.0,29587.0,17379.0,30104.0,30098.0,30919.0,23510.0,17329.0,30073.0,29900.0,29901.0,30291.0,30929.0,22592.0,17219.0,29465.0,28667.0,29812.0,29962.0,30226.0,25781.0,15838.0,29790.0,29690.0,30136.0,30177.0,29798.0,31793.0,17279.0,30430.0,22205.0,17607.0,28567.0,31031.0,18775.0,30774.0,31453.0,24204.0,17285.0,29694.0,30058.0,29665.0,30299.0,30368.0,24006.0,17655.0,29304.0,29881.0,29886.0,30015.0,31251.0,23203.0,17971.0,30113.0,30723.0,30962.0
공항시장,6712.0,6763.0,4534.0,6873.0,6827.0,4956.0,4203.0,6598.0,4336.0,6812.0,7137.0,7112.0,5729.0,4379.0,6746.0,6712.0,6694.0,6683.0,6830.0,5333.0,4564.0,6544.0,6639.0,6733.0,6871.0,6731.0,5505.0,4181.0,6806.0,6846.0,6706.0,7017.0,7168.0,7141.0,4723.0,6894.0,5609.0,4286.0,6581.0,7000.0,4843.0,6920.0,7116.0,5423.0,4538.0,7004.0,7033.0,6703.0,6823.0,7124.0,6115.0,4716.0,6933.0,6981.0,6883.0,6812.0,7185.0,5785.0,4469.0,6865.0,6789.0,6920.0
광나루,31285.0,31888.0,21071.0,31740.0,30512.0,23050.0,19075.0,29383.0,20081.0,31617.0,31655.0,33601.0,30726.0,21297.0,30269.0,32008.0,32352.0,33161.0,33057.0,30344.0,22766.0,30719.0,30830.0,32733.0,33082.0,30613.0,32286.0,17331.0,30772.0,33923.0,32298.0,30514.0,31404.0,31247.0,19642.0,31713.0,24169.0,18608.0,30143.0,32395.0,22394.0,31470.0,32234.0,25997.0,19540.0,30585.0,31741.0,31404.0,31929.0,32869.0,28944.0,20800.0,31198.0,32896.0,31278.0,31894.0,35756.0,29447.0,20956.0,31585.0,32830.0,31433.0
광명사거리,58740.0,60264.0,40124.0,59586.0,59146.0,42812.0,36368.0,57738.0,39078.0,59780.0,59723.0,61520.0,48034.0,37314.0,59046.0,59662.0,60125.0,60396.0,63399.0,48601.0,37321.0,59042.0,58461.0,59849.0,60098.0,59410.0,49219.0,35007.0,59586.0,59346.0,60193.0,57565.0,57422.0,58178.0,37006.0,55789.0,46120.0,34586.0,54583.0,57876.0,39173.0,57147.0,58591.0,45828.0,34999.0,56829.0,57150.0,57246.0,57152.0,60033.0,47094.0,35448.0,56659.0,57036.0,57994.0,57048.0,60389.0,47047.0,35529.0,57295.0,56755.0,57786.0
광운대,23366.0,23635.0,13391.0,23656.0,21639.0,14284.0,12031.0,22953.0,13834.0,23585.0,23384.0,22480.0,15698.0,12043.0,22704.0,22741.0,22720.0,23172.0,22459.0,15487.0,12421.0,23231.0,23277.0,23537.0,23880.0,21928.0,16094.0,11376.0,23369.0,23594.0,23866.0,23626.0,23631.0,23694.0,13065.0,21142.0,15440.0,11689.0,22414.0,23697.0,13364.0,23272.0,22140.0,14923.0,11484.0,23065.0,22859.0,22619.0,23086.0,22141.0,16123.0,11751.0,23716.0,22915.0,23634.0,23598.0,23126.0,16486.0,12128.0,24436.0,23673.0,23725.0
광화문,80824.0,84570.0,42852.0,84010.0,86909.0,41757.0,40434.0,77997.0,49799.0,83929.0,85921.0,86707.0,56626.0,39602.0,83972.0,85061.0,86818.0,108240.0,88820.0,58512.0,39406.0,84203.0,85444.0,86766.0,88289.0,85630.0,60641.0,37693.0,84069.0,86377.0,88886.0,81436.0,86977.0,86671.0,186096.0,80307.0,49831.0,43975.0,76590.0,83569.0,149142.0,81453.0,84210.0,50667.0,36983.0,79278.0,83287.0,83517.0,82005.0,82961.0,76576.0,37150.0,79063.0,82880.0,82763.0,83709.0,144030.0,66258.0,36500.0,81243.0,83179.0,98832.0
광흥창,21740.0,22070.0,10627.0,22707.0,22859.0,14101.0,10833.0,20989.0,10464.0,22664.0,23333.0,23324.0,13821.0,10990.0,22269.0,22118.0,22553.0,23794.0,23590.0,14291.0,11826.0,22607.0,22131.0,22913.0,23388.0,22432.0,14306.0,10358.0,22611.0,22149.0,22857.0,22109.0,22258.0,22985.0,10473.0,21221.0,14924.0,10409.0,21510.0,22805.0,11019.0,22209.0,22952.0,13630.0,10933.0,22455.0,22583.0,22228.0,23013.0,23131.0,15032.0,11453.0,22062.0,22629.0,22910.0,22502.0,23857.0,14383.0,10871.0,22432.0,22690.0,23065.0
교대,122148.0,126241.0,48148.0,126423.0,126149.0,61709.0,40583.0,118590.0,46609.0,127881.0,127959.0,131654.0,70992.0,43566.0,124581.0,126925.0,127900.0,130504.0,130485.0,73170.0,42366.0,123365.0,123376.0,126933.0,128931.0,128101.0,71241.0,40951.0,122556.0,124494.0,125166.0,122300.0,124321.0,127256.0,51114.0,116813.0,199681.0,42374.0,117503.0,128882.0,51585.0,125269.0,130057.0,166173.0,44273.0,123631.0,126813.0,126837.0,126672.0,131408.0,86239.0,42635.0,122687.0,126052.0,127581.0,125016.0,131900.0,85704.0,45694.0,122518.0,125927.0,126086.0
구로,47972.0,49179.0,30762.0,48261.0,48979.0,37002.0,32202.0,47506.0,30075.0,48128.0,48393.0,49921.0,39832.0,31841.0,46670.0,48656.0,48242.0,48591.0,49104.0,40913.0,31570.0,48608.0,47806.0,48238.0,48456.0,48248.0,42987.0,31551.0,47846.0,47649.0,48987.0,44876.0,45227.0,45868.0,26891.0,43712.0,37185.0,30384.0,43803.0,46908.0,27852.0,44831.0,46229.0,37631.0,27419.0,45140.0,45188.0,44515.0,44732.0,45545.0,36682.0,27544.0,44350.0,44596.0,44923.0,44737.0,46092.0,37347.0,30249.0,44730.0,44951.0,46044.0
구로디지털단지,145506.0,151935.0,75940.0,147582.0,148953.0,85867.0,72640.0,142518.0,74619.0,148805.0,148516.0,153389.0,97367.0,72014.0,146231.0,149261.0,149617.0,151074.0,151572.0,95724.0,73232.0,146080.0,145502.0,148621.0,148637.0,149104.0,97364.0,69833.0,145665.0,148232.0,148551.0,146214.0,148466.0,151470.0,74286.0,140548.0,96777.0,69070.0,141069.0,153739.0,77734.0,147427.0,151228.0,97132.0,68664.0,147246.0,149121.0,147099.0,147977.0,150881.0,95815.0,70540.0,147049.0,148084.0,148345.0,148257.0,152671.0,98147.0,71670.0,147427.0,149907.0,149113.0
구룡,4310.0,4395.0,2410.0,4382.0,4399.0,5027.0,1713.0,3538.0,2226.0,4393.0,4376.0,4459.0,4559.0,3034.0,3687.0,4353.0,4372.0,4293.0,4236.0,3427.0,2727.0,4421.0,4348.0,4467.0,4396.0,4292.0,4991.0,2506.0,4365.0,4405.0,4427.0,4290.0,4376.0,4381.0,2084.0,3394.0,2750.0,1783.0,4108.0,4476.0,2367.0,4312.0,4349.0,4461.0,2361.0,3608.0,4354.0,4172.0,4241.0,4205.0,3193.0,1668.0,4223.0,4565.0,4481.0,4262.0,4463.0,4073.0,2259.0,4274.0,4235.0,4312.0
구반포,6670.0,7247.0,4176.0,7047.0,7041.0,6707.0,3707.0,6547.0,4045.0,7033.0,6841.0,7122.0,7458.0,4394.0,6993.0,7467.0,6992.0,6979.0,7220.0,7709.0,4668.0,6816.0,6925.0,6857.0,7027.0,6954.0,7499.0,4320.0,7100.0,6803.0,6979.0,6909.0,6803.0,7199.0,4843.0,6472.0,8000.0,4024.0,6952.0,7499.0,4933.0,6995.0,6885.0,7177.0,4078.0,6708.0,7153.0,6913.0,7033.0,7037.0,7975.0,4108.0,6961.0,7441.0,7001.0,6847.0,7016.0,7937.0,4347.0,6658.0,8225.0,7080.0
구산,16354.0,16721.0,9676.0,16892.0,16581.0,10800.0,8741.0,16197.0,9512.0,16597.0,16567.0,17056.0,12470.0,8833.0,16335.0,16504.0,16604.0,17176.0,17209.0,12627.0,9433.0,16502.0,15968.0,16491.0,16801.0,15946.0,12544.0,8346.0,16468.0,16394.0,16515.0,16222.0,16390.0,16354.0,9242.0,16290.0,12013.0,8327.0,15498.0,16489.0,9915.0,16347.0,16402.0,12181.0,8878.0,16311.0,16332.0,16010.0,16105.0,16514.0,12760.0,9179.0,16054.0,16189.0,16240.0,15940.0,16688.0,12331.0,8624.0,16215.0,15983.0,16418.0
구의,54125.0,55873.0,31252.0,55248.0,55569.0,36011.0,27869.0,53674.0,30851.0,54866.0,55602.0,56515.0,40697.0,28544.0,54228.0,55548.0,55393.0,56331.0,56627.0,40222.0,28604.0,54095.0,54452.0,55109.0,55790.0,55953.0,40994.0,27059.0,54724.0,55530.0,55495.0,54659.0,55472.0,56016.0,32053.0,53414.0,39550.0,28146.0,52556.0,56763.0,33377.0,55123.0,55887.0,39788.0,28088.0,54540.0,55528.0,55408.0,54976.0,56262.0,40063.0,27954.0,54328.0,54928.0,55096.0,55604.0,56986.0,41405.0,29080.0,54920.0,55543.0,55460.0
구일,16857.0,17362.0,9331.0,16824.0,16917.0,10543.0,10780.0,16665.0,26271.0,17332.0,16837.0,16714.0,11738.0,8115.0,16913.0,33384.0,18031.0,17137.0,17227.0,11904.0,8624.0,34260.0,33093.0,17309.0,16815.0,16237.0,11348.0,7271.0,17027.0,31084.0,28610.0,17958.0,18112.0,17978.0,9811.0,16930.0,13295.0,22810.0,30345.0,18178.0,10493.0,18287.0,17401.0,12704.0,8233.0,17697.0,17685.0,18205.0,31155.0,17628.0,13902.0,8741.0,17838.0,18127.0,18000.0,18127.0,35276.0,30803.0,8462.0,17869.0,17207.0,18393.0
구파발,44806.0,55998.0,35434.0,46277.0,44672.0,31127.0,29448.0,43748.0,32814.0,45266.0,45909.0,46764.0,40153.0,28519.0,45680.0,45239.0,46333.0,47028.0,47940.0,41664.0,31296.0,45012.0,44449.0,46874.0,46346.0,45658.0,41518.0,26422.0,45178.0,46185.0,46400.0,50172.0,50117.0,51452.0,32866.0,48471.0,39917.0,29988.0,47428.0,51079.0,36258.0,49091.0,50071.0,40993.0,29978.0,49984.0,49784.0,50478.0,50669.0,50900.0,42308.0,31494.0,49250.0,49909.0,50131.0,50896.0,53805.0,45127.0,33934.0,50461.0,51175.0,52237.0
국회의사당,38423.0,43316.0,12541.0,41449.0,44108.0,18664.0,13469.0,38096.0,12209.0,40127.0,40117.0,42388.0,14627.0,14502.0,38118.0,38098.0,40330.0,39771.0,42735.0,14239.0,14581.0,37411.0,39622.0,42851.0,39288.0,43934.0,19083.0,14712.0,39080.0,39235.0,40499.0,37792.0,40081.0,41421.0,9556.0,36138.0,21964.0,14405.0,37259.0,39005.0,14538.0,37160.0,40284.0,13646.0,13399.0,37704.0,38486.0,39405.0,38390.0,43214.0,51604.0,14031.0,38386.0,39983.0,49190.0,38349.0,44519.0,30355.0,15008.0,39251.0,40975.0,41644.0
군자,54590.0,57162.0,35565.0,55659.0,57201.0,39635.0,32615.0,54787.0,34699.0,56060.0,55985.0,58062.0,44411.0,33372.0,56107.0,56585.0,57006.0,57488.0,58756.0,44783.0,34250.0,54346.0,54571.0,56213.0,56302.0,57365.0,44703.0,31465.0,54300.0,55588.0,56843.0,56149.0,55663.0,57208.0,35334.0,55162.0,43687.0,32685.0,54139.0,58967.0,38641.0,57208.0,58029.0,45565.0,33213.0,55378.0,56022.0,56095.0,56381.0,57922.0,44763.0,33841.0,54830.0,55712.0,56668.0,56402.0,59030.0,45308.0,34624.0,55472.0,56216.0,58796.0
굽은다리,21320.0,21971.0,14478.0,21787.0,22325.0,15619.0,12733.0,21573.0,13966.0,21715.0,21696.0,22008.0,17090.0,12490.0,20977.0,21689.0,22238.0,22446.0,22472.0,17364.0,13146.0,21085.0,21120.0,21794.0,21788.0,22045.0,18049.0,11778.0,21150.0,21514.0,22020.0,21110.0,21105.0,22573.0,14704.0,21041.0,16943.0,12770.0,20754.0,21624.0,14923.0,21155.0,22049.0,16825.0,12423.0,21248.0,21811.0,21433.0,21046.0,21529.0,17563.0,12972.0,20867.0,21299.0,21400.0,21234.0,22715.0,17224.0,12602.0,21176.0,22174.0,22273.0
금호,19107.0,19367.0,12140.0,19525.0,19327.0,12940.0,11051.0,18714.0,11765.0,19844.0,19441.0,20306.0,15060.0,11517.0,19286.0,19457.0,19631.0,20222.0,20293.0,14843.0,11447.0,19041.0,19229.0,19465.0,19354.0,19275.0,15413.0,10707.0,19078.0,19101.0,19632.0,18847.0,19205.0,19382.0,12545.0,18495.0,14782.0,10632.0,17993.0,19530.0,12841.0,19244.0,19904.0,15485.0,11499.0,18652.0,19203.0,18990.0,19140.0,19315.0,14988.0,10908.0,18565.0,19335.0,19302.0,19179.0,19967.0,15033.0,11117.0,19026.0,19441.0,19583.0
길동,17645.0,18132.0,10474.0,17915.0,18377.0,11952.0,9869.0,18074.0,10336.0,18385.0,17777.0,18610.0,14040.0,10174.0,17711.0,17865.0,17918.0,18381.0,18302.0,13716.0,9919.0,18013.0,17655.0,18389.0,17952.0,18026.0,13983.0,9689.0,17868.0,17780.0,18327.0,17802.0,17503.0,17975.0,10879.0,17607.0,12843.0,9215.0,17357.0,18309.0,11387.0,17140.0,18080.0,13795.0,9979.0,17810.0,17793.0,17407.0,17386.0,17962.0,13660.0,9542.0,17693.0,17678.0,17623.0,17235.0,18452.0,13871.0,10148.0,17928.0,17536.0,17697.0
