역명,2018-10-01,2018-10-02,2018-10-03,2018-10-04,2018-10-05,2018-10-06,2018-10-07,2018-10-08,2018-10-09,2018-10-10,2018-10-11,2018-10-12,2018-10-13,2018-10-14,2018-10-15,2018-10-16,2018-10-17,2018-10-18,2018-10-19,2018-10-20,2018-10-21,2018-10-22,2018-10-23,2018-10-24,2018-10-25,2018-10-26,2018-10-27,2018-10-28,2018-10-29,2018-10-30,2018-10-31,2019-09-30,2019-10-01,2019-10-02,2019-10-03,2019-10-04,2019-10-05,2019-10-06,2019-10-07,2019-10-08,2019-10-09,2019-10-10,2019-10-11,2019-10-12,2019-10-13,2019-10-14,2019-10-15,2019-10-16,2019-10-17,2019-10-18,2019-10-19,2019-10-20,2019-10-21,2019-10-22,2019-10-23,2019-10-24,2019-10-25,2019-10-26,2019-10-27,2019-10-28,2019-10-29,2019-10-30
학동,53901.0,54776.0,19520.0,55464.0,55719.0,28732.0,16741.0,48308.0,19501.0,55719.0,55647.0,55186.0,33497.0,18446.0,53722.0,55078.0,56654.0,56509.0,55005.0,32487.0,19676.0,54680.0,54337.0,55523.0,56677.0,55805.0,33814.0,18725.0,53895.0,55553.0,55844.0,54916.0,56041.0,56877.0,19083.0,49299.0,31773.0,15094.0,53699.0,55415.0,18845.0,55922.0,56129.0,33021.0,16890.0,55135.0,55937.0,55285.0,55495.0,55617.0,33777.0,17526.0,55304.0,56400.0,55405.0,56107.0,56437.0,34634.0,19385.0,55327.0,55824.0,56359.0
학여울,4506.0,4478.0,2271.0,7231.0,6719.0,5057.0,2155.0,4079.0,2253.0,4411.0,5949.0,5880.0,6831.0,4327.0,4294.0,4400.0,4782.0,5231.0,7384.0,6735.0,4983.0,4431.0,4451.0,4904.0,6789.0,5905.0,4985.0,2931.0,4209.0,4564.0,4543.0,4437.0,4464.0,4688.0,2817.0,4774.0,4718.0,3273.0,5080.0,5219.0,3046.0,4826.0,4835.0,8419.0,5495.0,4304.0,4478.0,4330.0,5839.0,5772.0,5824.0,4222.0,4289.0,4301.0,4582.0,5094.0,6166.0,4431.0,2081.0,4413.0,4409.0,4689.0
한강진,19522.0,18601.0,17038.0,18571.0,20055.0,18172.0,15307.0,16621.0,15892.0,20096.0,18984.0,21759.0,27406.0,18955.0,16193.0,17723.0,21684.0,19842.0,20846.0,22324.0,15852.0,15682.0,18337.0,20406.0,21378.0,21426.0,25664.0,16518.0,15175.0,19622.0,22690.0,17218.0,19296.0,21288.0,17108.0,22247.0,22339.0,14459.0,16280.0,20197.0,17671.0,19891.0,21309.0,25348.0,16889.0,16965.0,18195.0,19241.0,18571.0,19740.0,18463.0,12247.0,17083.0,18795.0,18811.0,20232.0,22406.0,23749.0,12950.0,17938.0,18002.0,18530.0
한남,9736.0,10105.0,6256.0,10140.0,9692.0,7171.0,5405.0,10043.0,6304.0,9998.0,10026.0,10143.0,8143.0,5562.0,10035.0,10045.0,10014.0,10548.0,10303.0,7543.0,5559.0,10111.0,9811.0,10113.0,10251.0,10233.0,8312.0,5052.0,9792.0,10183.0,10068.0,10569.0,10708.0,10785.0,6168.0,10375.0,8034.0,5183.0,10061.0,10865.0,6507.0,10394.0,10553.0,7337.0,5366.0,10698.0,10824.0,10165.0,10645.0,10472.0,7641.0,5399.0,10615.0,10758.0,10562.0,10699.0,11236.0,8200.0,6051.0,11178.0,11015.0,10696.0
한성대입구,38423.0,39068.0,27970.0,39693.0,36796.0,28034.0,22422.0,38063.0,26900.0,40194.0,39866.0,39919.0,30017.0,22763.0,38875.0,38884.0,39472.0,40018.0,38919.0,31271.0,32627.0,38369.0,38103.0,39844.0,39462.0,37769.0,34620.0,22371.0,38324.0,38613.0,39646.0,37595.0,37992.0,38862.0,26017.0,35964.0,30450.0,21653.0,36076.0,38945.0,27859.0,38555.0,37946.0,31819.0,23721.0,36743.0,37551.0,37479.0,38069.0,37159.0,31737.0,30226.0,36786.0,37583.0,37512.0,37988.0,38532.0,30785.0,23739.0,37755.0,38243.0,38804.0
한양대,35919.0,37551.0,15740.0,36753.0,31744.0,15862.0,8900.0,35731.0,12985.0,37140.0,38198.0,32593.0,20728.0,10773.0,36235.0,36771.0,35937.0,36921.0,33126.0,21638.0,12880.0,33900.0,34847.0,33727.0,33816.0,31547.0,18110.0,8483.0,35046.0,38752.0,41225.0,35377.0,37197.0,36007.0,11765.0,31225.0,18231.0,9776.0,30523.0,37968.0,12156.0,35102.0,31807.0,22358.0,11817.0,34830.0,36398.0,34366.0,35524.0,30947.0,17607.0,10156.0,33077.0,33587.0,32882.0,32820.0,29048.0,16707.0,10480.0,34513.0,35899.0,34202.0
한티,32913.0,33209.0,19945.0,32796.0,35253.0,27799.0,20320.0,31867.0,19598.0,33169.0,32225.0,34526.0,30910.0,20648.0,29699.0,33608.0,32664.0,33183.0,34406.0,28837.0,21988.0,31812.0,31905.0,33145.0,33204.0,34133.0,30435.0,19593.0,32149.0,32337.0,32336.0,33481.0,34507.0,35726.0,21241.0,33037.0,30947.0,22400.0,30542.0,34542.0,22429.0,33214.0,34568.0,29854.0,20844.0,32969.0,34627.0,33696.0,33261.0,34380.0,31593.0,22721.0,32878.0,33745.0,34290.0,32723.0,35631.0,30186.0,21309.0,32775.0,33583.0,34072.0
합정,100740.0,112789.0,80869.0,105927.0,111257.0,90797.0,76758.0,108755.0,78350.0,103591.0,108645.0,130640.0,109289.0,77840.0,100962.0,104083.0,105212.0,109085.0,116935.0,104580.0,77995.0,100602.0,101273.0,105810.0,108761.0,114321.0,110745.0,72639.0,102171.0,104433.0,108300.0,100697.0,103895.0,109224.0,82995.0,113985.0,109549.0,74600.0,95518.0,111995.0,86086.0,107235.0,117735.0,109073.0,77492.0,100041.0,104715.0,104383.0,106001.0,116357.0,113767.0,79705.0,101517.0,104839.0,107117.0,109057.0,121821.0,118318.0,83470.0,103804.0,107422.0,108640.0
행당,18250.0,18854.0,10730.0,18606.0,18749.0,13079.0,9529.0,17553.0,10572.0,18822.0,18997.0,18773.0,13875.0,11712.0,18300.0,18541.0,19070.0,19299.0,19215.0,14054.0,11095.0,18514.0,18673.0,18942.0,18742.0,18685.0,14846.0,9838.0,18420.0,19000.0,19133.0,18870.0,19042.0,19382.0,11182.0,17708.0,13984.0,9311.0,18164.0,19153.0,11143.0,18815.0,19168.0,14037.0,10599.0,18603.0,18663.0,18703.0,18759.0,18913.0,14441.0,9624.0,18393.0,18883.0,18977.0,18837.0,19370.0,14175.0,10140.0,18846.0,18844.0,19248.0
혜화,82395.0,93741.0,73662.0,90676.0,97386.0,90934.0,69299.0,90451.0,70358.0,88545.0,90752.0,99727.0,94022.0,69472.0,63220.0,92567.0,91580.0,95451.0,111243.0,94488.0,70923.0,78851.0,83793.0,90953.0,91990.0,103847.0,107902.0,70630.0,80128.0,90420.0,96769.0,85118.0,92569.0,98138.0,80915.0,100404.0,91974.0,66042.0,79913.0,96583.0,78764.0,89448.0,96444.0,94085.0,76283.0,76042.0,69622.0,89921.0,86641.0,99266.0,91481.0,67674.0,78457.0,84826.0,89922.0,88242.0,105532.0,100218.0,71848.0,81454.0,89695.0,95428.0
홍대입구,148669.0,172930.0,167908.0,162064.0,175005.0,190781.0,166986.0,178998.0,158513.0,148641.0,156292.0,190761.0,215693.0,151752.0,151389.0,154811.0,156350.0,164656.0,191564.0,213779.0,153707.0,145257.0,147329.0,156473.0,164295.0,189861.0,232098.0,151517.0,149546.0,153539.0,165986.0,148809.0,157538.0,170551.0,177699.0,208208.0,227317.0,158791.0,139771.0,175183.0,176495.0,159155.0,190398.0,214030.0,157537.0,148373.0,154500.0,153974.0,160619.0,186040.0,211993.0,154424.0,149738.0,154919.0,159108.0,168016.0,208786.0,245264.0,181562.0,164964.0,162902.0,167928.0
홍제,44621.0,44690.0,28183.0,45629.0,43617.0,29640.0,24788.0,44309.0,27752.0,45487.0,45362.0,46074.0,34774.0,25610.0,44352.0,45043.0,45270.0,46836.0,45924.0,35730.0,26240.0,44750.0,44392.0,44997.0,45391.0,44131.0,38267.0,24207.0,44080.0,45016.0,45364.0,43653.0,44264.0,43908.0,31243.0,43043.0,34860.0,23818.0,41675.0,44820.0,31625.0,44112.0,44515.0,35048.0,24433.0,44174.0,43662.0,43486.0,43945.0,44197.0,36557.0,25022.0,42815.0,43068.0,43755.0,43603.0,46417.0,37406.0,25417.0,43475.0,43522.0,44072.0
화곡,65651.0,67241.0,40606.0,66400.0,66460.0,45655.0,35243.0,65032.0,39102.0,67359.0,66856.0,68732.0,50020.0,36045.0,66504.0,66703.0,67648.0,67749.0,68481.0,50386.0,36483.0,65917.0,65558.0,67451.0,67140.0,66350.0,51831.0,33493.0,66793.0,66574.0,67148.0,66669.0,66763.0,66825.0,40479.0,64882.0,50798.0,34938.0,63912.0,67596.0,42338.0,66602.0,68775.0,49676.0,35522.0,66616.0,67377.0,67153.0,66610.0,67834.0,50464.0,35623.0,66319.0,67026.0,66845.0,66502.0,69347.0,51637.0,36703.0,66423.0,66612.0,67669.0
화랑대,28022.0,29210.0,16536.0,29014.0,27341.0,17492.0,13164.0,27628.0,15801.0,28490.0,27674.0,28637.0,22445.0,16865.0,28247.0,28512.0,28335.0,28551.0,27688.0,20069.0,13173.0,27718.0,28029.0,27993.0,28609.0,27240.0,23846.0,12832.0,27970.0,28485.0,28718.0,28658.0,28618.0,28687.0,15520.0,26324.0,19948.0,15567.0,27277.0,28231.0,16090.0,28453.0,29158.0,22520.0,14138.0,27992.0,28661.0,28002.0,28420.0,27770.0,19118.0,14466.0,27564.0,28156.0,27862.0,28272.0,28292.0,20657.0,13849.0,28301.0,28119.0,28749.0
회기,66611.0,71006.0,45371.0,68243.0,65417.0,53206.0,44632.0,67683.0,44580.0,67875.0,69058.0,69892.0,59887.0,42550.0,65942.0,67345.0,67470.0,68643.0,65489.0,54244.0,42257.0,63900.0,64059.0,65528.0,66357.0,66719.0,60239.0,42016.0,66304.0,68853.0,69080.0,67670.0,69551.0,70172.0,44548.0,65710.0,60089.0,43249.0,67192.0,70375.0,44761.0,67523.0,65097.0,57408.0,41509.0,64808.0,67442.0,66365.0,65346.0,65317.0,56163.0,42431.0,65807.0,64026.0,64593.0,65850.0,68323.0,61304.0,45836.0,66317.0,67351.0,68893.0
회현,72861.0,76315.0,62922.0,73751.0,69208.0,51808.0,30935.0,75827.0,60608.0,71832.0,73449.0,75439.0,65971.0,32009.0,73163.0,74827.0,73939.0,75232.0,75824.0,65420.0,30175.0,68591.0,72011.0,74635.0,74417.0,70924.0,67526.0,30233.0,70535.0,73253.0,74047.0,69715.0,72570.0,69736.0,73150.0,76129.0,62075.0,30504.0,65874.0,75579.0,70134.0,72307.0,73516.0,62567.0,30353.0,70670.0,72047.0,71498.0,72511.0,73917.0,66376.0,32100.0,72873.0,73324.0,73384.0,74131.0,77175.0,67507.0,33607.0,68683.0,74728.0,74188.0
효창공원앞,23703.0,24746.0,14590.0,24156.0,22316.0,14618.0,11654.0,23200.0,12780.0,24182.0,23641.0,23845.0,17291.0,12566.0,23534.0,24029.0,24337.0,24942.0,23473.0,17924.0,17951.0,23130.0,24833.0,24389.0,24380.0,22885.0,16938.0,11228.0,23872.0,23996.0,24629.0,24118.0,25067.0,24684.0,13285.0,22873.0,19267.0,10695.0,23421.0,24905.0,13820.0,24404.0,24450.0,17910.0,12803.0,24360.0,25636.0,24601.0,24426.0,24756.0,16756.0,17757.0,23956.0,25333.0,25138.0,24436.0,24897.0,17513.0,11601.0,24418.0,24917.0,24669.0
흑석(중앙대입구),24317.0,25513.0,15646.0,25380.0,24114.0,18061.0,11954.0,24358.0,14774.0,25248.0,21295.0,23929.0,17180.0,12012.0,23929.0,24486.0,23938.0,23940.0,22974.0,18218.0,12767.0,22521.0,22867.0,23181.0,23087.0,23036.0,20210.0,13287.0,24854.0,24960.0,24143.0,25192.0,25942.0,26123.0,14453.0,24291.0,20387.0,12172.0,23031.0,25472.0,14141.0,24898.0,22492.0,17728.0,11952.0,24761.0,24848.0,24491.0,24169.0,23875.0,18535.0,13053.0,23382.0,24263.0,23549.0,23413.0,24920.0,18291.0,13118.0,25286.0,26057.0,25405.0
