역명,2016-02-06,2016-02-07,2016-02-08,2016-02-09,2016-02-10,2016-02-11,2016-02-12,2016-02-13,2016-02-14,2016-02-15,2016-02-16,2016-02-17,2016-02-18,2016-02-19,2016-02-20,2016-02-21,2016-02-22,2016-02-23,2016-02-24,2016-02-25,2016-02-26,2016-02-27,2016-02-28,2016-02-29,2016-03-01,2016-03-02,2016-03-03,2016-03-04,2016-03-05,2016-03-06,2016-03-07,2016-03-08,2016-03-09,2016-03-10,2016-03-11,2016-03-12,2016-03-13,2016-03-14,2016-03-15,2016-03-16,2016-03-17,2016-03-18,2016-03-19,2016-03-20,2016-03-21,2016-03-22,2016-03-23,2016-03-24,2016-03-25,2016-03-26,2016-03-27,2016-03-28,2016-03-29,2016-03-30,2016-03-31,2016-04-01,2016-04-02,2016-04-03,2016-04-04,2016-04-05,2016-04-06,2016-04-07,2016-04-08,2016-04-09,2016-04-10,2016-04-11,2016-04-12,2016-04-13,2016-04-14,2016-04-15,2016-04-16,2016-04-17,2016-04-18,2016-04-19,2016-04-20,2016-04-21,2016-04-22,2016-04-23,2016-04-24,2016-04-25,2016-04-26,2016-04-27,2016-04-28,2016-04-29,2017-02-04,2017-02-05,2017-02-06,2017-02-07,2017-02-08,2017-02-09,2017-02-10,2017-02-11,2017-02-12,2017-02-13,2017-02-14,2017-02-15,2017-02-16,2017-02-17,2017-02-18,2017-02-19,2017-02-20,2017-02-21,2017-02-22,2017-02-23,2017-02-24,2017-02-25,2017-02-26,2017-02-27,2017-02-28,2017-03-01,2017-03-02,2017-03-03,2017-03-04,2017-03-05,2017-03-06,2017-03-07,2017-03-08,2017-03-09,2017-03-10,2017-03-11,2017-03-12,2017-03-13,2017-03-14,2017-03-15,2017-03-16,2017-03-17,2017-03-18,2017-03-19,2017-03-20,2017-03-21,2017-03-22,2017-03-23,2017-03-24,2017-03-25,2017-03-26,2017-03-27,2017-03-28,2017-03-29,2017-03-30,2017-03-31,2017-04-01,2017-04-02,2017-04-03,2017-04-04,2017-04-05,2017-04-06,2017-04-07,2017-04-08,2017-04-09,2017-04-10,2017-04-11,2017-04-12,2017-04-13,2017-04-14,2017-04-15,2017-04-16,2017-04-17,2017-04-18,2017-04-19,2017-04-20,2017-04-21,2017-04-22,2017-04-23,2017-04-24,2017-04-25,2017-04-26,2017-04-27,2017-04-28
가락시장,22028.0,11535.0,7201.0,11397.0,16052.0,33808.0,34624.0,23223.0,14772.0,35756.0,35941.0,36926.0,37469.0,38384.0,25751.0,16027.0,35859.0,36872.0,36704.0,37273.0,38849.0,25031.0,15264.0,36154.0,20288.0,37326.0,38039.0,38613.0,22902.0,16397.0,37226.0,37463.0,37596.0,37608.0,39068.0,26172.0,15088.0,38007.0,37845.0,38825.0,38140.0,39887.0,26954.0,18152.0,37913.0,38192.0,37918.0,38150.0,39375.0,26434.0,16486.0,37942.0,37923.0,38353.0,38383.0,39247.0,25697.0,15943.0,37807.0,38101.0,38844.0,37800.0,39920.0,26884.0,15929.0,38027.0,39755.0,22611.0,37586.0,39575.0,24109.0,16091.0,37599.0,38298.0,38025.0,37023.0,38860.0,25046.0,15667.0,37971.0,38344.0,39122.0,38648.0,39787.0,27704.0,17339.0,40364.0,41261.0,41503.0,41127.0,40891.0,27878.0,17410.0,39773.0,41137.0,40609.0,41442.0,42906.0,29482.0,18340.0,39232.0,40669.0,39842.0,41553.0,42995.0,30426.0,18093.0,40930.0,43486.0,24063.0,40393.0,43322.0,28900.0,18990.0,40514.0,41201.0,41454.0,41944.0,43604.0,30236.0,18011.0,41350.0,42593.0,42292.0,42515.0,44746.0,30659.0,21727.0,41384.0,42201.0,42082.0,41872.0,43863.0,29692.0,18097.0,40842.0,41451.0,41979.0,41230.0,41996.0,28453.0,23381.0,40832.0,41862.0,40671.0,40845.0,44223.0,32633.0,19300.0,41818.0,42278.0,42403.0,42390.0,42395.0,30061.0,19487.0,39401.0,41090.0,42242.0,41311.0,43850.0,29158.0,18329.0,41210.0,41844.0,42343.0,42289.0,44404.0
가산디지털단지,50014.0,34390.0,27482.0,43727.0,52299.0,140809.0,143356.0,62909.0,43779.0,151228.0,153047.0,153186.0,151661.0,152853.0,66369.0,45073.0,151429.0,150964.0,149458.0,148843.0,152510.0,64976.0,45147.0,135766.0,51181.0,145568.0,148376.0,151382.0,55690.0,49423.0,149833.0,149397.0,148139.0,148013.0,151913.0,66378.0,47233.0,150304.0,149864.0,148857.0,148500.0,151117.0,68545.0,51784.0,150024.0,150913.0,150299.0,148613.0,150179.0,67498.0,50987.0,149307.0,148641.0,149249.0,148249.0,149356.0,66083.0,45644.0,150142.0,150624.0,151015.0,150364.0,150394.0,64361.0,51404.0,150096.0,150363.0,66133.0,147635.0,148801.0,57317.0,46264.0,149100.0,147511.0,148076.0,145500.0,149151.0,61327.0,47794.0,150270.0,149392.0,146904.0,148162.0,150451.0,58734.0,40155.0,148313.0,147318.0,146917.0,143802.0,145039.0,56186.0,43733.0,146497.0,148048.0,146446.0,145840.0,145192.0,58850.0,42018.0,144294.0,145317.0,142580.0,144869.0,146009.0,59190.0,45072.0,144207.0,145178.0,49799.0,140226.0,145084.0,58796.0,43522.0,145421.0,143460.0,143942.0,144066.0,146680.0,60953.0,46131.0,146504.0,146846.0,144609.0,144806.0,146576.0,63009.0,47007.0,145178.0,145738.0,145048.0,145307.0,147316.0,60848.0,47193.0,145046.0,145436.0,146106.0,145074.0,144259.0,58816.0,45301.0,145337.0,145150.0,143137.0,143948.0,147037.0,61653.0,48480.0,146973.0,146897.0,146881.0,144657.0,138288.0,59149.0,46690.0,143261.0,143102.0,144367.0,143767.0,144705.0,59285.0,45836.0,144694.0,143925.0,145014.0,145325.0,146215.0
가양,25411.0,17076.0,15861.0,18119.0,23132.0,41869.0,41519.0,32250.0,25902.0,43376.0,44154.0,44182.0,46298.0,45159.0,35082.0,26391.0,43798.0,44827.0,43834.0,45872.0,45927.0,35623.0,27937.0,42999.0,24730.0,45499.0,46263.0,46497.0,31802.0,27279.0,45142.0,45657.0,45530.0,46293.0,46755.0,34354.0,26162.0,46140.0,46011.0,46070.0,46758.0,47692.0,37193.0,29729.0,46159.0,46037.0,45535.0,46490.0,47245.0,35485.0,27511.0,45896.0,45964.0,45947.0,46227.0,47323.0,36503.0,26591.0,46721.0,47436.0,47665.0,47409.0,49142.0,37541.0,30213.0,47930.0,48831.0,28947.0,47837.0,49060.0,34029.0,27272.0,47022.0,47524.0,46927.0,46490.0,48511.0,35737.0,29263.0,47192.0,47912.0,48044.0,48028.0,49361.0,32828.0,24683.0,46217.0,46611.0,46116.0,45289.0,45057.0,33698.0,25954.0,45743.0,46607.0,46002.0,47161.0,46830.0,35153.0,26156.0,45249.0,46170.0,44800.0,47485.0,46800.0,37880.0,28148.0,45932.0,47983.0,26428.0,47749.0,48370.0,35078.0,27238.0,47094.0,47744.0,47328.0,47949.0,48789.0,35236.0,27715.0,47421.0,48489.0,47649.0,48319.0,48895.0,36893.0,25844.0,47393.0,48427.0,47947.0,48170.0,49528.0,36083.0,28197.0,46973.0,48499.0,48058.0,48058.0,47878.0,35044.0,29569.0,47567.0,48229.0,46675.0,47942.0,48829.0,37826.0,30337.0,48201.0,48407.0,48473.0,48481.0,46882.0,36398.0,26327.0,45763.0,47240.0,47892.0,47446.0,48996.0,36171.0,27770.0,47147.0,47505.0,48016.0,48652.0,49542.0
가좌,5185.0,3390.0,3253.0,3979.0,4806.0,7996.0,8017.0,6543.0,4930.0,8262.0,8428.0,9022.0,9040.0,8944.0,7358.0,5332.0,8885.0,8951.0,8719.0,8874.0,9391.0,7444.0,5228.0,8615.0,5633.0,9685.0,9821.0,9693.0,6435.0,5458.0,9756.0,9909.0,9807.0,9846.0,9763.0,7128.0,5285.0,10013.0,9908.0,9996.0,9946.0,10073.0,8096.0,6101.0,10048.0,10179.0,9986.0,9992.0,10158.0,7853.0,6037.0,10163.0,9986.0,10140.0,10111.0,10311.0,7965.0,5474.0,10196.0,10246.0,10171.0,10128.0,10130.0,8567.0,5975.0,10557.0,10465.0,6396.0,10416.0,10070.0,7291.0,5598.0,10240.0,10222.0,10078.0,10015.0,10275.0,7755.0,5870.0,10479.0,10037.0,10320.0,10289.0,10470.0,7208.0,4951.0,9253.0,9146.0,9308.0,8708.0,8836.0,7216.0,5600.0,9296.0,9449.0,9601.0,9641.0,9654.0,8228.0,5747.0,9451.0,9435.0,9328.0,9552.0,9888.0,8550.0,6433.0,9658.0,10282.0,7180.0,10218.0,10414.0,8133.0,6247.0,10236.0,10370.0,10359.0,10524.0,11094.0,8577.0,5980.0,10927.0,10722.0,10812.0,11048.0,10957.0,8423.0,6616.0,10657.0,10650.0,10821.0,10972.0,10961.0,8444.0,6293.0,10340.0,11060.0,10850.0,10744.0,10571.0,8660.0,6356.0,10963.0,10983.0,10441.0,10719.0,10991.0,9706.0,6541.0,11038.0,10793.0,11074.0,10864.0,10449.0,8639.0,6484.0,10359.0,10741.0,11125.0,10664.0,11250.0,8884.0,6547.0,11002.0,11044.0,10942.0,11060.0,11254.0
강남,122587.0,54327.0,33170.0,79949.0,122052.0,235324.0,254099.0,188974.0,111443.0,244037.0,245648.0,252783.0,251382.0,264569.0,196810.0,114171.0,238267.0,243554.0,244795.0,246849.0,262309.0,191641.0,109815.0,235191.0,112003.0,211921.0,222186.0,244087.0,174000.0,110606.0,223797.0,225775.0,225704.0,227187.0,249110.0,193266.0,109313.0,225760.0,223812.0,226920.0,227608.0,248985.0,200793.0,116812.0,218731.0,220461.0,223995.0,224537.0,248605.0,196332.0,116158.0,216475.0,215147.0,219238.0,214007.0,232328.0,182265.0,104243.0,212997.0,217895.0,219281.0,218157.0,240389.0,179867.0,108001.0,212676.0,230107.0,136566.0,215933.0,232453.0,169331.0,99244.0,207540.0,212361.0,212346.0,211850.0,236048.0,175843.0,98135.0,210967.0,217329.0,218825.0,223792.0,243136.0,197392.0,107924.0,245188.0,248586.0,254404.0,248190.0,264567.0,198444.0,117270.0,244946.0,253232.0,252145.0,249821.0,267907.0,201478.0,114209.0,241008.0,244487.0,243090.0,250012.0,262697.0,203050.0,117251.0,236268.0,252109.0,120964.0,215982.0,242818.0,189913.0,108986.0,224871.0,225316.0,229056.0,228078.0,256390.0,201868.0,113221.0,224769.0,231119.0,227587.0,229569.0,253714.0,201056.0,115476.0,219469.0,224394.0,226323.0,226591.0,250316.0,194705.0,114089.0,215842.0,222001.0,224246.0,223906.0,233986.0,187812.0,118260.0,218478.0,223384.0,221713.0,224899.0,248072.0,191556.0,110272.0,220579.0,222899.0,226270.0,226482.0,238955.0,180737.0,106582.0,210584.0,217649.0,222755.0,221799.0,241360.0,180207.0,101543.0,212357.0,217404.0,226042.0,227869.0,245443.0
강남구청,23719.0,9410.0,6297.0,10230.0,19249.0,57317.0,59774.0,41064.0,21821.0,59600.0,62408.0,63538.0,62520.0,63158.0,44649.0,24530.0,59538.0,63040.0,62642.0,63131.0,65164.0,44470.0,25076.0,57125.0,24254.0,61852.0,62296.0,63376.0,41175.0,24733.0,61020.0,62656.0,62402.0,62187.0,63174.0,42180.0,23415.0,61493.0,61552.0,62221.0,62161.0,64914.0,42688.0,25245.0,60178.0,62621.0,62256.0,63182.0,64738.0,44662.0,24894.0,60306.0,61434.0,62955.0,62169.0,63071.0,41046.0,22052.0,61287.0,62590.0,62655.0,62984.0,62735.0,42190.0,23324.0,59890.0,62632.0,29900.0,61669.0,63766.0,41808.0,22405.0,59307.0,61295.0,62478.0,60720.0,63047.0,42452.0,23481.0,59837.0,62140.0,61581.0,61534.0,61988.0,40448.0,22198.0,58603.0,60103.0,61141.0,59659.0,59832.0,40887.0,23058.0,57439.0,60337.0,60505.0,59832.0,60998.0,41917.0,23773.0,57516.0,59850.0,59697.0,61101.0,61685.0,42344.0,21823.0,58280.0,60607.0,25778.0,59923.0,61927.0,39929.0,22119.0,58464.0,59750.0,60651.0,60715.0,62021.0,41917.0,22449.0,58486.0,61291.0,60591.0,59929.0,62278.0,43207.0,23458.0,57868.0,60130.0,59929.0,60295.0,61445.0,42477.0,24027.0,57711.0,59958.0,59960.0,60561.0,60755.0,39425.0,22731.0,57687.0,59718.0,60016.0,60309.0,61306.0,41072.0,23435.0,57808.0,59724.0,61801.0,60325.0,59899.0,40761.0,22796.0,56102.0,58893.0,59970.0,58786.0,61720.0,41382.0,22361.0,57332.0,59287.0,60240.0,60506.0,62882.0
강동,21362.0,13859.0,13343.0,15909.0,19908.0,37183.0,37742.0,27617.0,21132.0,38597.0,40053.0,39911.0,40550.0,40286.0,35149.0,22848.0,40184.0,40564.0,39369.0,40364.0,40537.0,35812.0,23191.0,38813.0,23146.0,40947.0,41601.0,41692.0,29687.0,22989.0,41505.0,42048.0,41340.0,41807.0,41983.0,32879.0,22266.0,41820.0,42094.0,41294.0,41782.0,42205.0,35061.0,24073.0,41905.0,41650.0,41745.0,41654.0,42173.0,34644.0,25108.0,41457.0,41890.0,41378.0,41083.0,41558.0,33773.0,21691.0,41861.0,41849.0,42258.0,42033.0,42295.0,33509.0,23570.0,41463.0,42623.0,26026.0,41787.0,41309.0,32986.0,22344.0,40837.0,42061.0,41710.0,40584.0,41723.0,33100.0,23000.0,41443.0,41580.0,41511.0,41767.0,42553.0,31183.0,19921.0,39230.0,40026.0,39774.0,38412.0,38580.0,32297.0,21513.0,38437.0,40159.0,39398.0,39595.0,40493.0,32993.0,21953.0,38875.0,39370.0,38940.0,39626.0,39919.0,36166.0,22340.0,39169.0,40665.0,24804.0,40640.0,41489.0,32130.0,22264.0,41058.0,40744.0,40351.0,40875.0,41738.0,33035.0,22032.0,40685.0,41425.0,41113.0,41388.0,41412.0,34771.0,23257.0,41166.0,41425.0,41493.0,41614.0,41964.0,33403.0,23152.0,40647.0,41211.0,41205.0,41467.0,40522.0,31211.0,23257.0,40282.0,40779.0,40050.0,40565.0,41492.0,35260.0,23490.0,40789.0,41064.0,41011.0,40779.0,39978.0,34287.0,23357.0,39948.0,40986.0,40995.0,40457.0,41371.0,34579.0,23038.0,41335.0,40913.0,41011.0,41350.0,41950.0
강동구청,11204.0,6972.0,5494.0,7707.0,10026.0,22732.0,23559.0,14278.0,10665.0,24454.0,24511.0,25139.0,24672.0,25081.0,15972.0,10871.0,24662.0,24803.0,25458.0,25326.0,25246.0,15574.0,11181.0,23921.0,11424.0,25548.0,25354.0,25937.0,14008.0,10851.0,25521.0,25840.0,26247.0,25794.0,25884.0,15512.0,10797.0,25674.0,25132.0,25604.0,25809.0,26114.0,16135.0,11471.0,25660.0,25065.0,25744.0,25538.0,26045.0,16188.0,11389.0,25166.0,25641.0,25389.0,25271.0,25671.0,16016.0,10790.0,25335.0,25498.0,25776.0,25556.0,25716.0,15952.0,11019.0,24881.0,25556.0,13407.0,25003.0,25651.0,14909.0,10447.0,25115.0,25565.0,25381.0,24804.0,25514.0,15267.0,10843.0,25226.0,25707.0,25808.0,25389.0,26379.0,15636.0,10647.0,25533.0,25427.0,26121.0,25523.0,25084.0,15411.0,10780.0,25205.0,25527.0,25479.0,25006.0,25649.0,15990.0,10876.0,25083.0,25206.0,24996.0,25701.0,26266.0,16681.0,11368.0,25022.0,25547.0,13021.0,25713.0,26329.0,15426.0,11536.0,26070.0,26363.0,26207.0,26205.0,26295.0,16234.0,11078.0,26184.0,26701.0,26348.0,26296.0,26611.0,16170.0,12152.0,25627.0,25674.0,26140.0,26027.0,26313.0,15978.0,11784.0,25385.0,25429.0,26262.0,25685.0,25737.0,15259.0,13677.0,25712.0,25918.0,26090.0,25810.0,26621.0,16964.0,12317.0,25644.0,26047.0,25891.0,25592.0,26545.0,16753.0,12379.0,25481.0,25825.0,26617.0,25841.0,26229.0,16202.0,11290.0,25530.0,25199.0,25980.0,25453.0,26859.0
강변,88230.0,66031.0,56491.0,73354.0,82694.0,102982.0,104629.0,97436.0,80232.0,102635.0,99853.0,104245.0,106780.0,117967.0,115936.0,88746.0,106448.0,102893.0,103397.0,106207.0,120232.0,117923.0,85797.0,106882.0,76367.0,95418.0,97091.0,113634.0,96061.0,86768.0,101519.0,93939.0,94462.0,97729.0,116728.0,107965.0,88724.0,102141.0,95500.0,95603.0,98551.0,119127.0,117141.0,97489.0,100827.0,93624.0,95090.0,98115.0,117632.0,113808.0,94945.0,101186.0,93965.0,95639.0,98295.0,118123.0,111692.0,87876.0,101008.0,96829.0,96788.0,98888.0,120867.0,119929.0,97666.0,102511.0,101171.0,75703.0,99903.0,113615.0,103483.0,83633.0,98011.0,94349.0,94131.0,96260.0,115535.0,108802.0,88941.0,101532.0,95113.0,98497.0,101437.0,122419.0,103085.0,75906.0,95811.0,93411.0,94013.0,94902.0,107155.0,108980.0,85341.0,100405.0,97070.0,99234.0,101814.0,114105.0,114058.0,86276.0,100658.0,100050.0,96962.0,100732.0,115712.0,119569.0,86700.0,105334.0,105696.0,76877.0,92941.0,107588.0,102139.0,82300.0,94795.0,89532.0,89404.0,92879.0,112028.0,108764.0,86995.0,95115.0,89188.0,90982.0,93461.0,113395.0,112822.0,92123.0,94863.0,89941.0,90728.0,92447.0,112586.0,109916.0,88951.0,93466.0,88866.0,91236.0,93633.0,109731.0,105629.0,106276.0,94168.0,90938.0,88376.0,93380.0,114993.0,116404.0,96482.0,97888.0,91385.0,93414.0,94842.0,106064.0,109193.0,87270.0,92628.0,88029.0,90896.0,92043.0,108410.0,107571.0,83558.0,94451.0,88411.0,94292.0,96666.0,116659.0
개롱,8337.0,4858.0,3998.0,5084.0,6934.0,15070.0,15198.0,10493.0,7876.0,15917.0,16049.0,16472.0,16322.0,16013.0,12932.0,8105.0,15970.0,16033.0,15977.0,16198.0,16107.0,11348.0,7804.0,14913.0,7624.0,16886.0,16549.0,16794.0,10760.0,9243.0,16507.0,16417.0,17022.0,16509.0,16785.0,11414.0,7684.0,16634.0,16473.0,16516.0,16406.0,16684.0,12053.0,8841.0,16382.0,16123.0,16839.0,16301.0,16958.0,11662.0,8514.0,16343.0,16298.0,16590.0,16437.0,16630.0,11860.0,7982.0,16286.0,16335.0,17026.0,16534.0,16811.0,13654.0,8899.0,16209.0,16257.0,9473.0,16476.0,16951.0,11235.0,8459.0,16267.0,16251.0,16849.0,16284.0,16931.0,11283.0,8332.0,16652.0,16074.0,17080.0,16993.0,17267.0,11103.0,7250.0,16032.0,16195.0,16029.0,15961.0,15314.0,11392.0,7599.0,15745.0,15730.0,15977.0,16196.0,16107.0,11353.0,7719.0,15308.0,15687.0,15502.0,15788.0,15547.0,12594.0,7749.0,15355.0,15166.0,8726.0,16059.0,16145.0,11234.0,8035.0,16231.0,16142.0,16393.0,16529.0,16458.0,11186.0,8091.0,16205.0,16203.0,16551.0,16442.0,16714.0,11426.0,8285.0,16133.0,15992.0,16528.0,16458.0,16766.0,11665.0,8232.0,16161.0,15966.0,16439.0,16378.0,16313.0,11430.0,8772.0,16326.0,16205.0,16228.0,16442.0,16424.0,13118.0,8350.0,16420.0,15906.0,16543.0,16342.0,16337.0,11806.0,8354.0,15518.0,15790.0,16030.0,15667.0,16273.0,11011.0,7963.0,15894.0,16287.0,15899.0,16015.0,16151.0
