역명,0
석촌,9945.375
올림픽공원,14631.625
종합운동장,7655.875
잠실,5534.375
송파,6111.625
둔촌동,920.625
방이,638.625
잠실새내,3008.375
삼성,2162.75
선정릉,2480.0
