"사용일자","노선명","역명",승차총승객수,하차총승객수,"등록일자"
"20180401","1호선","시청","11971.0","10936.0","20180404"
"20180401","1호선","서울역","40528.0","37674.0","20180404"
"20180401","1호선","종각","21859.0","18607.0","20180404"
"20180401","1호선","종로3가","21833.0","19167.0","20180404"
"20180401","1호선","종로5가","12689.0","12795.0","20180404"
"20180401","1호선","동대문","13818.0","16781.0","20180404"
"20180401","1호선","신설동","10556.0","10314.0","20180404"
"20180401","1호선","제기동","13431.0","14056.0","20180404"
"20180401","1호선","청량리(서울시립대입구)","20278.0","21013.0","20180404"
"20180401","1호선","동묘앞","13775.0","14554.0","20180404"
"20180401","2호선","시청","9114.0","7401.0","20180404"
"20180401","2호선","을지로입구","32089.0","30164.0","20180404"
"20180401","2호선","을지로3가","10086.0","9932.0","20180404"
"20180401","2호선","을지로4가","4353.0","4236.0","20180404"
"20180401","2호선","동대문역사문화공원","13916.0","17234.0","20180404"
"20180401","2호선","신당","10341.0","10949.0","20180404"
"20180401","2호선","상왕십리","7975.0","7587.0","20180404"
"20180401","2호선","왕십리(성동구청)","13435.0","11724.0","20180404"
"20180401","2호선","한양대","4027.0","4687.0","20180404"
"20180401","2호선","뚝섬","8424.0","8690.0","20180404"
"20180401","2호선","성수","10167.0","10964.0","20180404"
"20180401","2호선","건대입구","39360.0","41111.0","20180404"
"20180401","2호선","구의(광진구청)","13414.0","13045.0","20180404"
"20180401","2호선","강변(동서울터미널)","39235.0","42529.0","20180404"
"20180401","2호선","잠실나루","8499.0","8429.0","20180404"
"20180401","2호선","잠실(송파구청)","67674.0","61631.0","20180404"
"20180401","2호선","잠실새내","16963.0","16726.0","20180404"
"20180401","2호선","종합운동장","16414.0","18577.0","20180404"
"20180401","2호선","삼성(무역센터)","30197.0","29923.0","20180404"
"20180401","2호선","선릉","15944.0","13389.0","20180404"
"20180401","2호선","역삼","14201.0","14892.0","20180404"
"20180401","2호선","강남","56014.0","55023.0","20180404"
"20180401","2호선","교대(법원.검찰청)","15321.0","16210.0","20180404"
"20180401","2호선","서초","17255.0","16550.0","20180404"
"20180401","2호선","방배","9679.0","10147.0","20180404"
"20180401","2호선","사당","28064.0","32532.0","20180404"
"20180401","2호선","낙성대","19664.0","19948.0","20180404"
"20180401","2호선","서울대입구(관악구청)","34659.0","35596.0","20180404"
"20180401","2호선","봉천","14215.0","13567.0","20180404"
"20180401","2호선","신림","49299.0","48699.0","20180404"
"20180401","2호선","신대방","20390.0","19308.0","20180404"
"20180401","2호선","구로디지털단지","33781.0","33273.0","20180404"
"20180401","2호선","대림(구로구청)","23069.0","23635.0","20180404"
"20180401","2호선","신도림","41112.0","41235.0","20180404"
"20180401","2호선","문래","8386.0","8420.0","20180404"
"20180401","2호선","영등포구청","9547.0","9911.0","20180404"
"20180401","2호선","당산","11519.0","12919.0","20180404"
"20180401","2호선","합정","24178.0","25133.0","20180404"
"20180401","2호선","홍대입구","76433.0","73680.0","20180404"
"20180401","2호선","신촌","41119.0","38977.0","20180404"
"20180401","2호선","이대","15215.0","17221.0","20180404"
"20180401","2호선","아현","6463.0","6366.0","20180404"
"20180401","2호선","충정로(경기대입구)","5246.0","5425.0","20180404"
"20180401","2호선","용답","2111.0","2202.0","20180404"
"20180401","2호선","신답","863.0","997.0","20180404"
"20180401","2호선","신설동","4042.0","3963.0","20180404"
"20180401","2호선","도림천","467.0","480.0","20180404"
"20180401","2호선","양천구청","3938.0","4068.0","20180404"
"20180401","2호선","신정네거리","5941.0","6070.0","20180404"
"20180401","2호선","용두(동대문구청)","1587.0","1603.0","20180404"
"20180401","3호선","지축","836.0","847.0","20180404"
"20180401","3호선","구파발","13629.0","13086.0","20180404"
"20180401","3호선","연신내","28825.0","27163.0","20180404"
"20180401","3호선","불광","12966.0","15159.0","20180404"
"20180401","3호선","녹번","7289.0","6422.0","20180404"
"20180401","3호선","홍제","12236.0","11871.0","20180404"
"20180401","3호선","무악재","2289.0","2418.0","20180404"
"20180401","3호선","독립문","5606.0","6231.0","20180404"
"20180401","3호선","경복궁(정부서울청사)","15914.0","17424.0","20180404"
"20180401","3호선","안국","15628.0","17011.0","20180404"
"20180401","3호선","종로3가","3737.0","6617.0","20180404"
"20180401","3호선","을지로3가","4202.0","4111.0","20180404"
"20180401","3호선","충무로","1.0","0.0","20180404"
"20180401","3호선","동대입구","7194.0","7838.0","20180404"
"20180401","3호선","약수","8770.0","8289.0","20180404"
"20180401","3호선","금호","5500.0","5102.0","20180404"
"20180401","3호선","옥수","6232.0","6499.0","20180404"
"20180401","3호선","압구정","18618.0","19291.0","20180404"
"20180401","3호선","신사","18348.0","17893.0","20180404"
"20180401","3호선","잠원","3272.0","3354.0","20180404"
"20180401","3호선","고속터미널","61666.0","57254.0","20180404"
"20180401","3호선","교대(법원.검찰청)","5675.0","3656.0","20180404"
"20180401","3호선","남부터미널(예술의전당)","22105.0","23755.0","20180404"
"20180401","3호선","양재(서초구청)","18942.0","20749.0","20180404"
"20180401","3호선","매봉","4436.0","4284.0","20180404"
"20180401","3호선","도곡","2839.0","2975.0","20180404"
"20180401","3호선","대치","8145.0","7243.0","20180404"
"20180401","3호선","학여울","3717.0","3974.0","20180404"
"20180401","3호선","대청","5052.0","4800.0","20180404"
"20180401","3호선","일원","4333.0","4802.0","20180404"
"20180401","3호선","수서","11664.0","11743.0","20180404"
"20180401","3호선","가락시장","5148.0","5295.0","20180404"
"20180401","3호선","경찰병원","3484.0","3506.0","20180404"
"20180401","3호선","오금","4005.0","3757.0","20180404"
"20180401","4호선","당고개","9323.0","9019.0","20180404"
"20180401","4호선","상계","13394.0","12162.0","20180404"
"20180401","4호선","노원","16345.0","17756.0","20180404"
"20180401","4호선","창동","18947.0","19924.0","20180404"
"20180401","4호선","쌍문","21579.0","18863.0","20180404"
"20180401","4호선","수유(강북구청)","26862.0","25966.0","20180404"
"20180401","4호선","미아(서울사이버대학)","11125.0","10140.0","20180404"
"20180401","4호선","미아사거리","20731.0","19772.0","20180404"
"20180401","4호선","길음","14166.0","13859.0","20180404"
"20180401","4호선","성신여대입구(돈암)","16991.0","16792.0","20180404"
"20180401","4호선","한성대입구(삼선교)","10509.0","10345.0","20180404"
"20180401","4호선","혜화","32194.0","34229.0","20180404"
"20180401","4호선","동대문","13025.0","13234.0","20180404"
"20180401","4호선","동대문역사문화공원","17886.0","16680.0","20180404"
"20180401","4호선","충무로","15353.0","15495.0","20180404"
"20180401","4호선","명동","36418.0","40319.0","20180404"
"20180401","4호선","회현(남대문시장)","14345.0","14849.0","20180404"
"20180401","4호선","서울역","7404.0","16769.0","20180404"
"20180401","4호선","숙대입구(갈월)","10923.0","10847.0","20180404"
"20180401","4호선","삼각지","2795.0","3751.0","20180404"
"20180401","4호선","신용산","8900.0","8872.0","20180404"
"20180401","4호선","이촌(국립중앙박물관)","7510.0","8300.0","20180404"
"20180401","4호선","동작(현충원)","1913.0","2001.0","20180404"
"20180401","4호선","총신대입구(이수)","13620.0","14895.0","20180404"
