"사용일자","노선명","역명",승차총승객수,하차총승객수,"등록일자"
"20170801","2호선","방배","19512.0","19861.0","20170804"
"20170801","2호선","사당","41417.0","47918.0","20170804"
"20170801","2호선","낙성대","31434.0","30465.0","20170804"
"20170801","2호선","서울대입구(관악구청)","54944.0","53809.0","20170804"
"20170801","2호선","봉천","24661.0","22667.0","20170804"
"20170801","2호선","신림","71311.0","70045.0","20170804"
"20170801","2호선","신대방","29500.0","27798.0","20170804"
"20170801","2호선","구로디지털단지","67185.0","67913.0","20170804"
"20170801","2호선","대림(구로구청)","30774.0","31487.0","20170804"
"20170801","2호선","신도림","60769.0","60584.0","20170804"
"20170801","2호선","문래","20406.0","20856.0","20170804"
"20170801","2호선","영등포구청","23354.0","23505.0","20170804"
"20170801","2호선","당산","21622.0","24407.0","20170804"
"20170801","2호선","합정","33390.0","35626.0","20170804"
"20170801","2호선","홍대입구","79551.0","83626.0","20170804"
"20170801","2호선","신촌","50138.0","51108.0","20170804"
"20170801","2호선","이대","17674.0","18265.0","20170804"
"20170801","2호선","아현","10725.0","10161.0","20170804"
"20170801","2호선","충정로(경기대입구)","11975.0","12852.0","20170804"
"20170801","2호선","용답","2542.0","2507.0","20170804"
"20170801","2호선","신답","1442.0","1642.0","20170804"
"20170801","2호선","신설동","3588.0","3592.0","20170804"
"20170801","2호선","도림천","1116.0","1154.0","20170804"
"20170801","2호선","양천구청","6838.0","7022.0","20170804"
"20170801","2호선","신정네거리","9985.0","10136.0","20170804"
"20170801","2호선","용두(동대문구청)","2385.0","2438.0","20170804"
"20170801","3호선","지축","1181.0","1257.0","20170804"
"20170801","3호선","구파발","21277.0","19500.0","20170804"
"20170801","3호선","연신내","42987.0","40410.0","20170804"
"20170801","3호선","불광","19693.0","21304.0","20170804"
"20170801","3호선","녹번","13316.0","11117.0","20170804"
"20170801","3호선","홍제","19685.0","18405.0","20170804"
"20170801","3호선","무악재","4297.0","4223.0","20170804"
"20170801","3호선","독립문","8372.0","8577.0","20170804"
"20170801","3호선","경복궁(정부서울청사)","23452.0","24458.0","20170804"
"20170801","3호선","안국","27317.0","29262.0","20170804"
"20170801","3호선","종로3가","9786.0","13285.0","20170804"
"20170801","3호선","을지로3가","9934.0","10820.0","20170804"
"20170801","3호선","동대입구","10013.0","11225.0","20170804"
"20170801","3호선","약수","14576.0","14171.0","20170804"
"20170801","3호선","금호","8889.0","8183.0","20170804"
"20170801","3호선","옥수","10378.0","10793.0","20170804"
"20170801","3호선","압구정","36162.0","39063.0","20170804"
"20170801","3호선","신사","32693.0","35060.0","20170804"
"20170801","3호선","잠원","6302.0","6086.0","20170804"
"20170801","3호선","고속터미널","59991.0","55683.0","20170804"
"20170801","3호선","교대(법원.검찰청)","15513.0","10317.0","20170804"
"20170801","3호선","남부터미널(예술의전당)","36915.0","38036.0","20170804"
"20170801","3호선","양재(서초구청)","40338.0","44038.0","20170804"
"20170801","3호선","매봉","11737.0","11335.0","20170804"
"20170801","3호선","도곡","6912.0","6625.0","20170804"
"20170801","3호선","대치","13121.0","12595.0","20170804"
"20170801","3호선","학여울","1917.0","2018.0","20170804"
"20170801","3호선","대청","10684.0","9583.0","20170804"
"20170801","3호선","일원","9480.0","9774.0","20170804"
"20170801","3호선","수서","17609.0","17482.0","20170804"
"20170801","3호선","가락시장","10584.0","10100.0","20170804"
"20170801","3호선","경찰병원","8272.0","8230.0","20170804"
"20170801","3호선","오금","7044.0","6339.0","20170804"
"20170801","4호선","당고개","13665.0","13052.0","20170804"
"20170801","4호선","상계","22002.0","19563.0","20170804"
"20170801","4호선","노원","23169.0","26407.0","20170804"
"20170801","4호선","창동","29693.0","31448.0","20170804"
"20170801","4호선","쌍문","34529.0","30137.0","20170804"
"20170801","4호선","수유(강북구청)","46264.0","45187.0","20170804"
"20170801","4호선","미아(서울사이버대학)","18876.0","17238.0","20170804"
"20170801","4호선","미아사거리","33446.0","32542.0","20170804"
"20170801","4호선","길음","25782.0","24869.0","20170804"
"20170801","4호선","성신여대입구(돈암)","26066.0","24350.0","20170804"
"20170801","4호선","한성대입구(삼선교)","15508.0","14446.0","20170804"
"20170801","4호선","혜화","39613.0","41587.0","20170804"
"20170801","4호선","동대문","29087.0","29487.0","20170804"
"20170801","4호선","동대문역사문화공원","25603.0","22951.0","20170804"
"20170801","4호선","충무로","29655.0","31034.0","20170804"
"20170801","4호선","명동","39232.0","42396.0","20170804"
"20170801","4호선","회현(남대문시장)","34004.0","36095.0","20170804"
"20170801","4호선","서울역","13327.0","21805.0","20170804"
"20170801","4호선","숙대입구(갈월)","15326.0","15316.0","20170804"
"20170801","4호선","삼각지","5345.0","6696.0","20170804"
"20170801","4호선","신용산","13355.0","14248.0","20170804"
"20170801","4호선","이촌(국립중앙박물관)","11819.0","12747.0","20170804"
"20170801","4호선","동작(현충원)","2551.0","2626.0","20170804"
"20170801","4호선","총신대입구(이수)","21920.0","24339.0","20170804"
"20170801","4호선","사당","29788.0","23795.0","20170804"
"20170801","4호선","남태령","2083.0","913.0","20170804"
"20170801","경부선","서울역","5918.0","925.0","20170804"
