"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20200801","중앙선","오빈","249","239","20200804",""
"20200801","중앙선","아신","467","595","20200804",""
"20200801","중앙선","국수","520","598","20200804",""
"20200801","2호선","한양대","3244","3022","20200804",""
"20200801","2호선","왕십리(성동구청)","11110","9769","20200804",""
"20200801","2호선","상왕십리","8110","7289","20200804",""
"20200801","2호선","신당","8703","8731","20200804",""
"20200801","2호선","동대문역사문화공원(DDP)","8183","8474","20200804",""
"20200801","2호선","을지로4가","5103","5207","20200804",""
"20200801","2호선","을지로3가","7714","7826","20200804",""
"20200801","2호선","을지로입구","17597","17387","20200804",""
"20200801","2호선","시청","5908","5313","20200804",""
"20200801","1호선","청량리(서울시립대입구)","15186","15126","20200804",""
"20200801","1호선","제기동","10652","10614","20200804",""
"20200801","1호선","신설동","7507","7209","20200804",""
"20200801","1호선","동대문","9290","9591","20200804",""
"20200801","1호선","종로5가","14190","14490","20200804",""
"20200801","1호선","종로3가","17935","17664","20200804",""
"20200801","1호선","종각","16751","16845","20200804",""
"20200801","안산선","정왕","4547","4651","20200804",""
"20200801","안산선","신길온천","1057","998","20200804",""
"20200801","우이신설선","삼양사거리","1500","1448","20200804",""
"20200801","우이신설선","삼양","1123","1217","20200804",""
"20200801","우이신설선","화계","1855","1745","20200804",""
"20200801","우이신설선","가오리","2364","2122","20200804",""
"20200801","우이신설선","4.19민주묘지","1673","1524","20200804",""
"20200801","우이신설선","솔밭공원","1334","1246","20200804",""
"20200801","우이신설선","북한산우이","1944","2220","20200804",""
"20200801","안산선","수리산","2354","2004","20200804",""
"20200801","안산선","오이도","6133","6299","20200804",""
"20200801","안산선","안산","9538","10146","20200804",""
"20200801","안산선","초지","2299","2280","20200804",""
"20200801","안산선","고잔","4294","4036","20200804",""
"20200801","안산선","중앙","11123","12253","20200804",""
"20200801","안산선","한대앞","4706","4543","20200804",""
"20200801","안산선","상록수","11637","11069","20200804",""
"20200801","안산선","반월","2983","2729","20200804",""
"20200801","안산선","대야미","3304","2806","20200804",""
"20200801","안산선","산본","10392","10909","20200804",""
"20200801","수인선","인천","732","1182","20200804",""
"20200801","수인선","신포","971","1082","20200804",""
"20200801","수인선","숭의","1982","1740","20200804",""
"20200801","수인선","인하대","2734","2543","20200804",""
"20200801","수인선","송도","1465","1421","20200804",""
"20200801","수인선","연수","2794","2975","20200804",""
"20200801","수인선","원인재","2670","2664","20200804",""
"20200801","수인선","남동인더스파크","726","605","20200804",""
"20200801","수인선","호구포","1768","1648","20200804",""
"20200801","수인선","인천논현","3424","3500","20200804",""
"20200801","수인선","소래포구","3356","3438","20200804",""
"20200801","수인선","월곶","1562","1467","20200804",""
"20200801","수인선","달월","45","40","20200804",""
"20200801","분당선","매교","1191","1270","20200804",""
"20200801","분당선","수원시청","7683","9003","20200804",""
"20200801","분당선","매탄권선","2529","2295","20200804",""
"20200801","분당선","망포","7250","6451","20200804",""
"20200801","분당선","영통","5352","5410","20200804",""
"20200801","분당선","청명","2143","1985","20200804",""
"20200801","분당선","상갈","3243","3069","20200804",""
"20200801","분당선","기흥","5894","5470","20200804",""
"20200801","분당선","신갈","2394","2278","20200804",""
"20200801","분당선","구성","2734","2717","20200804",""
"20200801","분당선","죽전","8520","9935","20200804",""
"20200801","분당선","보정","1368","1190","20200804",""
"20200801","분당선","이매","3292","3233","20200804",""
"20200801","분당선","오리","6394","5375","20200804",""
"20200801","분당선","미금","9483","9665","20200804",""
"20200801","분당선","정자","9343","9553","20200804",""
"20200801","분당선","수내","7382","6895","20200804",""
"20200801","분당선","서현","16363","16472","20200804",""
"20200801","분당선","야탑","14726","15788","20200804",""
"20200801","분당선","모란","13314","13738","20200804",""
"20200801","분당선","태평","9058","8505","20200804",""
"20200801","분당선","가천대","3588","4063","20200804",""
"20200801","분당선","선정릉","2905","2966","20200804",""
"20200801","분당선","강남구청","4237","4911","20200804",""
