"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20210401","3호선","동대입구","8395","9328","20210404",""
"20210401","2호선","시청","24312","23538","20210404",""
"20210401","2호선","을지로입구","37818","39073","20210404",""
"20210401","2호선","을지로3가","21370","21065","20210404",""
"20210401","2호선","을지로4가","12908","12727","20210404",""
"20210401","2호선","동대문역사문화공원(DDP)","11830","13122","20210404",""
"20210401","2호선","신당","13765","14214","20210404",""
"20210401","2호선","상왕십리","14190","13783","20210404",""
"20210401","2호선","왕십리(성동구청)","16263","12913","20210404",""
"20210401","중앙선","신원","265","244","20210404",""
"20210401","중앙선","양수","1990","1990","20210404",""
"20210401","중앙선","운길산","1071","1010","20210404",""
"20210401","중앙선","팔당","974","972","20210404",""
"20210401","중앙선","도심","2612","2019","20210404",""
"20210401","중앙선","덕소","5817","5704","20210404",""
"20210401","중앙선","양정","851","751","20210404",""
"20210401","중앙선","도농","10189","9346","20210404",""
"20210401","중앙선","구리","13507","13646","20210404",""
"20210401","중앙선","양원","1972","1940","20210404",""
"20210401","중앙선","망우","7669","7467","20210404",""
"20210401","중앙선","상봉(시외버스터미널)","5880","6058","20210404",""
"20210401","중앙선","중랑","5602","5306","20210404",""
"20210401","중앙선","회기","25149","24425","20210404",""
"20210401","장항선","신창(순천향대)","1617","1469","20210404",""
"20210401","장항선","온양온천","3151","3174","20210404",""
"20210401","장항선","배방","942","910","20210404",""
"20210401","장항선","아산","2672","2416","20210404",""
"20210401","장항선","쌍용(나사렛대)","2177","1978","20210404",""
"20210401","장항선","봉명","1224","1147","20210404",""
"20210401","일산선","대화","13110","10389","20210404",""
"20210401","일산선","주엽","8874","8926","20210404",""
"20210401","일산선","정발산","7516","7693","20210404",""
"20210401","일산선","마두","7551","7824","20210404",""
"20210401","일산선","백석","10029","9889","20210404",""
"20210401","일산선","대곡","1977","1501","20210404",""
"20210401","일산선","화정","17175","17782","20210404",""
"20210401","일산선","원당","11490","10999","20210404",""
"20210401","일산선","삼송","18462","18022","20210404",""
"20210401","일산선","원흥","10097","9615","20210404",""
"20210401","우이신설선","신설동","2166","2117","20210404",""
"20210401","우이신설선","보문","1480","1461","20210404",""
"20210401","우이신설선","성신여대입구(돈암)","3103","3466","20210404",""
"20210401","우이신설선","정릉","4586","4202","20210404",""
"20210401","우이신설선","북한산보국문","5999","5717","20210404",""
"20210401","우이신설선","솔샘","5670","5332","20210404",""
"20210401","우이신설선","삼양사거리","2300","2348","20210404",""
"20210401","우이신설선","삼양","2031","2196","20210404",""
"20210401","우이신설선","화계","3278","3115","20210404",""
"20210401","우이신설선","가오리","4007","3943","20210404",""
"20210401","우이신설선","4.19민주묘지","3107","2986","20210404",""
"20210401","우이신설선","솔밭공원","2474","2338","20210404",""
"20210401","우이신설선","북한산우이","2788","2621","20210404",""
"20210401","안산선","수리산","4373","3604","20210404",""
"20210401","안산선","오이도","8629","8416","20210404",""
"20210401","안산선","정왕","9882","10206","20210404",""
"20210401","안산선","신길온천","1714","1613","20210404",""
"20210401","안산선","안산","11484","10427","20210404",""
"20210401","안산선","초지","5266","5773","20210404",""
"20210401","안산선","고잔","8822","8640","20210404",""
"20210401","안산선","중앙","17730","18325","20210404",""
"20210401","안산선","한대앞","9023","9062","20210404",""
"20210401","안산선","상록수","16485","16582","20210404",""
"20210401","안산선","반월","4517","4297","20210404",""
"20210401","안산선","대야미","5217","4684","20210404",""
"20210401","안산선","산본","16441","17328","20210404",""
"20210401","수인선","인천","1021","1726","20210404",""
"20210401","수인선","신포","1909","1890","20210404",""
"20210401","수인선","숭의","4062","3832","20210404",""
"20210401","수인선","인하대","6212","5809","20210404",""
"20210401","수인선","송도","2639","2478","20210404",""
"20210401","수인선","연수","4492","4378","20210404",""
"20210401","수인선","원인재","4646","4770","20210404",""
"20210401","수인선","남동인더스파크","2295","2656","20210404",""
"20210401","수인선","호구포","3866","4193","20210404",""
"20210401","수인선","인천논현","5619","6051","20210404",""
"20210401","수인선","소래포구","5603","5290","20210404",""
"20210401","수인선","월곶","2647","2446","20210404",""
"20210401","수인선","달월","95","84","20210404",""
"20210401","수인선","사리","4159","3751","20210404",""
"20210401","수인선","야목","285","214","20210404",""
"20210401","수인선","어천","692","690","20210404",""
"20210401","수인선","오목천","2910","2676","20210404",""
"20210401","수인선","고색","3696","3570","20210404",""
"20210401","분당선","매교","3045","3117","20210404",""
"20210401","분당선","수원시청","12002","12861","20210404",""
"20210401","분당선","매탄권선","4953","4769","20210404",""
"20210401","분당선","망포","13880","13197","20210404",""
"20210401","분당선","영통","8218","8378","20210404",""
"20210401","분당선","청명","4224","4006","20210404",""
"20210401","분당선","상갈","5424","5225","20210404",""
"20210401","분당선","기흥","9429","9063","20210404",""
"20210401","분당선","신갈","4621","4596","20210404",""
"20210401","분당선","구성","5121","5240","20210404",""
"20210401","분당선","죽전","13387","14617","20210404",""
"20210401","분당선","보정","2556","2284","20210404",""
"20210401","분당선","이매","5685","5162","20210404",""
"20210401","분당선","오리","12078","10191","20210404",""
"20210401","분당선","미금","15187","16109","20210404",""
"20210401","분당선","정자","17162","18376","20210404",""
"20210401","분당선","수내","13016","13309","20210404",""
"20210401","분당선","서현","23920","24393","20210404",""
"20210401","분당선","야탑","25436","26310","20210404",""
"20210401","분당선","모란","19510","19499","20210404",""
"20210401","분당선","태평","13405","13004","20210404",""
"20210401","분당선","가천대","8740","9773","20210404",""
"20210401","분당선","선정릉","8054","8776","20210404",""
"20210401","분당선","강남구청","9963","11231","20210404",""
"20210401","분당선","압구정로데오","18135","19987","20210404",""
"20210401","분당선","서울숲","13933","15400","20210404",""
"20210401","분당선","수원","8109","6806","20210404",""
"20210401","분당선","수서","13123","13451","20210404",""
"20210401","분당선","대모산입구","3542","3288","20210404",""
"20210401","분당선","개포동","3854","3960","20210404",""
"20210401","분당선","구룡","1937","1960","20210404",""
"20210401","분당선","도곡","7242","7028","20210404",""
"20210401","분당선","한티","13527","14420","20210404",""
"20210401","분당선","선릉","13645","20147","20210404",""
"20210401","과천선","범계","25549","25223","20210404",""
"20210401","과천선","평촌","18400","17981","20210404",""
"20210401","과천선","인덕원","24463","25033","20210404",""
"20210401","과천선","정부과천청사","10103","10015","20210404",""
"20210401","과천선","과천","5685","5293","20210404",""
"20210401","과천선","대공원","5569","5763","20210404",""
"20210401","과천선","경마공원","1478","1448","20210404",""
"20210401","과천선","선바위","8874","7786","20210404",""
"20210401","공항철도 1호선","영종","2860","2965","20210404",""
"20210401","공항철도 1호선","인천공항2터미널","1889","1785","20210404",""
"20210401","공항철도 1호선","인천공항1터미널","3100","3333","20210404",""
"20210401","공항철도 1호선","공항화물청사","2350","2572","20210404",""
"20210401","공항철도 1호선","운서","6049","6072","20210404",""
"20210401","공항철도 1호선","청라국제도시","6651","6225","20210404",""
"20210401","공항철도 1호선","검암","7228","7073","20210404",""
"20210401","공항철도 1호선","계양","9514","8590","20210404",""
"20210401","공항철도 1호선","김포공항","10876","6801","20210404",""
"20210401","공항철도 1호선","마곡나루(서울식물원)","8428","8174","20210404",""
"20210401","공항철도 1호선","디지털미디어시티","14736","13105","20210404",""
"20210401","공항철도 1호선","홍대입구","8974","8905","20210404",""
"20210401","공항철도 1호선","공덕","2168","2782","20210404",""
"20210401","공항철도 1호선","서울역","6705","6216","20210404",""
"20210401","경춘선","춘천","1434","1223","20210404",""
"20210401","경춘선","남춘천","2241","2097","20210404",""
"20210401","경춘선","김유정","298","319","20210404",""
"20210401","경춘선","강촌","437","424","20210404",""
"20210401","경춘선","백양리","85","87","20210404",""
"20210401","경춘선","굴봉산","142","128","20210404",""
"20210401","경춘선","가평","1344","1450","20210404",""
"20210401","경춘선","상천","336","320","20210404",""
"20210401","경춘선","청평","1455","1519","20210404",""
"20210401","경춘선","대성리","676","631","20210404",""
"20210401","경춘선","마석","4018","3976","20210404",""
"20210401","경춘선","천마산","1738","1567","20210404",""
"20210401","경춘선","평내호평","6533","6425","20210404",""
"20210401","경춘선","금곡","1678","1570","20210404",""
"20210401","경춘선","사릉","3509","3432","20210404",""
"20210401","경춘선","퇴계원","3757","3463","20210404",""
"20210401","경춘선","별내","2955","2818","20210404",""
"20210401","경춘선","갈매","3201","2748","20210404",""
"20210401","경춘선","신내","1720","1718","20210404",""
"20210401","경인선","도화","4261","3966","20210404",""
"20210401","경인선","중동","9300","8908","20210404",""
"20210401","경인선","온수(성공회대입구)","7013","6950","20210404",""
"20210401","경인선","도원","3361","3441","20210404",""
"20210401","경인선","간석","6097","5779","20210404",""
"20210401","경인선","부개","8773","8318","20210404",""
"20210401","경인선","소사","9647","9026","20210404",""
"20210401","경인선","구일","7273","7397","20210404",""
"20210401","경인선","인천","3744","2893","20210404",""
"20210401","경인선","동인천","14327","13603","20210404",""
"20210401","경인선","제물포","10812","10394","20210404",""
"20210401","경인선","주안","19221","17366","20210404",""
"20210401","1호선","제기동","17600","18110","20210404",""
"20210401","1호선","신설동","14174","13873","20210404",""
"20210401","1호선","동대문","11071","10368","20210404",""
"20210401","1호선","종로5가","22426","22446","20210404",""
"20210401","1호선","종로3가","25724","23189","20210404",""
"20210401","1호선","종각","34502","33300","20210404",""
"20210401","중앙선","지평","81","83","20210404",""
"20210401","중앙선","용문","1755","1819","20210404",""
"20210401","중앙선","원덕","427","421","20210404",""
"20210401","중앙선","양평","2607","2700","20210404",""
"20210401","중앙선","오빈","309","316","20210404",""
"20210401","중앙선","아신","525","564","20210404",""
"20210401","중앙선","국수","778","776","20210404",""
"20210401","1호선","시청","21816","22115","20210404",""
"20210401","1호선","동묘앞","8727","9137","20210404",""
"20210401","1호선","서울역","41201","38888","20210404",""
"20210401","8호선","장지","17468","16698","20210404",""
"20210401","8호선","문정","22195","23511","20210404",""
"20210401","8호선","가락시장","7793","8619","20210404",""
"20210401","8호선","송파","7943","7815","20210404",""
"20210401","8호선","석촌","7579","8968","20210404",""
"20210401","8호선","잠실(송파구청)","13362","15579","20210404",""
"20210401","8호선","몽촌토성(평화의문)","6318","6374","20210404",""
"20210401","8호선","강동구청","10725","10997","20210404",""
"20210401","8호선","천호(풍납토성)","14948","17062","20210404",""
"20210401","8호선","암사","19155","16987","20210404",""
"20210401","7호선","부평구청","12058","9986","20210404",""
"20210401","7호선","굴포천","8662","9258","20210404",""
"20210401","7호선","삼산체육관","5426","4927","20210404",""
"20210401","7호선","상동","12344","12941","20210404",""
"20210401","7호선","부천시청","12611","12356","20210404",""
"20210401","7호선","신중동","14301","14237","20210404",""
"20210401","7호선","춘의","9803","9678","20210404",""
"20210401","7호선","부천종합운동장","5126","4578","20210404",""
"20210401","7호선","까치울","8021","7585","20210404",""
"20210401","7호선","온수(성공회대입구)","11351","10363","20210404",""
"20210401","7호선","천왕","11582","11046","20210404",""
"20210401","7호선","광명사거리","22331","21898","20210404",""
"20210401","7호선","철산","21859","22191","20210404",""
"20210401","7호선","가산디지털단지","47745","48594","20210404",""
"20210401","7호선","남구로","16040","17261","20210404",""
"20210401","7호선","대림(구로구청)","7540","7479","20210404",""
"20210401","7호선","신풍","11837","11293","20210404",""
"20210401","7호선","보라매","10045","10085","20210404",""
"20210401","7호선","신대방삼거리","16411","15857","20210404",""
"20210401","7호선","장승배기","9832","9488","20210404",""
"20210401","7호선","상도","10704","10362","20210404",""
"20210401","2호선","용답","2815","2861","20210404",""
"20210401","5호선","천호(풍납토성)","17892","17591","20210404",""
"20210401","5호선","광나루(장신대)","13417","12186","20210404",""
"20210401","5호선","아차산(어린이대공원후문)","15559","15418","20210404",""
"20210401","5호선","군자(능동)","11313","12396","20210404",""
"20210401","5호선","장한평","18723","18912","20210404",""
"20210401","5호선","답십리","16410","15065","20210404",""
"20210401","5호선","마장","5650","5173","20210404",""
"20210401","5호선","왕십리(성동구청)","4696","5148","20210404",""
"20210401","5호선","행당","8538","7530","20210404",""
"20210401","5호선","신금호","6525","6712","20210404",""
"20210401","5호선","청구","4084","3777","20210404",""
"20210401","5호선","동대문역사문화공원(DDP)","2791","3297","20210404",""
"20210401","5호선","을지로4가","6357","6563","20210404",""
"20210401","5호선","종로3가","12174","12045","20210404",""
"20210401","5호선","광화문(세종문화회관)","31400","32737","20210404",""
"20210401","7호선","숭실대입구(살피재)","12932","13098","20210404",""
"20210401","7호선","남성","11552","10681","20210404",""
"20210401","7호선","이수","15432","14897","20210404",""
"20210401","7호선","내방","14390","14694","20210404",""
"20210401","7호선","고속터미널","14629","12845","20210404",""
